values,Month,Area,Notes
20356,Apr-23,Wales,Total
341,Apr-23,Isle of Anglesey,
821,Apr-23,Blaenau Gwent,
948,Apr-23,Bridgend,
1332,Apr-23,Caerphilly,
2553,Apr-23,Cardiff,
845,Apr-23,Carmarthenshire,
157,Apr-23,Ceredigion,
582,Apr-23,Conwy,
600,Apr-23,Denbighshire,
675,Apr-23,Flintshire,
536,Apr-23,Gwynedd,
787,Apr-23,Merthyr Tydfil,
253,Apr-23,Monmouthshire,
1140,Apr-23,Neath Port Talbot,
1507,Apr-23,Newport,
445,Apr-23,Pembrokeshire,
291,Apr-23,Powys,
2362,Apr-23,"Rhondda, Cynon, Taff",
1782,Apr-23,Swansea,
632,Apr-23,Torfaen,
698,Apr-23,Vale of Glamorgan,
1069,Apr-23,Wrexham,
16845,May-23,Wales,Total
266,May-23,Isle of Anglesey,
672,May-23,Blaenau Gwent,
779,May-23,Bridgend,
1124,May-23,Caerphilly,
2184,May-23,Cardiff,
679,May-23,Carmarthenshire,
152,May-23,Ceredigion,
453,May-23,Conwy,
485,May-23,Denbighshire,
580,May-23,Flintshire,
446,May-23,Gwynedd,
635,May-23,Merthyr Tydfil,
224,May-23,Monmouthshire,
857,May-23,Neath Port Talbot,
1337,May-23,Newport,
381,May-23,Pembrokeshire,
226,May-23,Powys,
1767,May-23,"Rhondda, Cynon, Taff",
1366,May-23,Swansea,
608,May-23,Torfaen,
599,May-23,Vale of Glamorgan,
1025,May-23,Wrexham,
18975,Jun-23,Wales,Total
339,Jun-23,Isle of Anglesey,
689,Jun-23,Blaenau Gwent,
918,Jun-23,Bridgend,
1287,Jun-23,Caerphilly,
2527,Jun-23,Cardiff,
781,Jun-23,Carmarthenshire,
174,Jun-23,Ceredigion,
537,Jun-23,Conwy,
565,Jun-23,Denbighshire,
614,Jun-23,Flintshire,
543,Jun-23,Gwynedd,
753,Jun-23,Merthyr Tydfil,
269,Jun-23,Monmouthshire,
1003,Jun-23,Neath Port Talbot,
1431,Jun-23,Newport,
353,Jun-23,Pembrokeshire,
278,Jun-23,Powys,
2010,Jun-23,"Rhondda, Cynon, Taff",
1461,Jun-23,Swansea,
689,Jun-23,Torfaen,
680,Jun-23,Vale of Glamorgan,
1074,Jun-23,Wrexham,
16347,Jul-23,Wales,Total
290,Jul-23,Isle of Anglesey,
615,Jul-23,Blaenau Gwent,
822,Jul-23,Bridgend,
1050,Jul-23,Caerphilly,
2177,Jul-23,Cardiff,
670,Jul-23,Carmarthenshire,
148,Jul-23,Ceredigion,
479,Jul-23,Conwy,
469,Jul-23,Denbighshire,
556,Jul-23,Flintshire,
422,Jul-23,Gwynedd,
574,Jul-23,Merthyr Tydfil,
235,Jul-23,Monmouthshire,
927,Jul-23,Neath Port Talbot,
1217,Jul-23,Newport,
314,Jul-23,Pembrokeshire,
280,Jul-23,Powys,
1637,Jul-23,"Rhondda, Cynon, Taff",
1351,Jul-23,Swansea,
611,Jul-23,Torfaen,
576,Jul-23,Vale of Glamorgan,
927,Jul-23,Wrexham,
15273,Aug-23,Wales,Total
261,Aug-23,Isle of Anglesey,
542,Aug-23,Blaenau Gwent,
732,Aug-23,Bridgend,
1008,Aug-23,Caerphilly,
2132,Aug-23,Cardiff,
696,Aug-23,Carmarthenshire,
138,Aug-23,Ceredigion,
416,Aug-23,Conwy,
482,Aug-23,Denbighshire,
518,Aug-23,Flintshire,
401,Aug-23,Gwynedd,
484,Aug-23,Merthyr Tydfil,
212,Aug-23,Monmouthshire,
813,Aug-23,Neath Port Talbot,
1158,Aug-23,Newport,
360,Aug-23,Pembrokeshire,
259,Aug-23,Powys,
1529,Aug-23,"Rhondda, Cynon, Taff",
1214,Aug-23,Swansea,
558,Aug-23,Torfaen,
557,Aug-23,Vale of Glamorgan,
803,Aug-23,Wrexham,
17394,Sep-23,Wales,Total
301,Sep-23,Isle of Anglesey,
648,Sep-23,Blaenau Gwent,
821,Sep-23,Bridgend,
1087,Sep-23,Caerphilly,
2335,Sep-23,Cardiff,
814,Sep-23,Carmarthenshire,
183,Sep-23,Ceredigion,
488,Sep-23,Conwy,
521,Sep-23,Denbighshire,
654,Sep-23,Flintshire,
446,Sep-23,Gwynedd,
566,Sep-23,Merthyr Tydfil,
259,Sep-23,Monmouthshire,
883,Sep-23,Neath Port Talbot,
1324,Sep-23,Newport,
422,Sep-23,Pembrokeshire,
288,Sep-23,Powys,
1721,Sep-23,"Rhondda, Cynon, Taff",
1412,Sep-23,Swansea,
643,Sep-23,Torfaen,
651,Sep-23,Vale of Glamorgan,
927,Sep-23,Wrexham,
18504,Oct-23,Wales,Total
337,Oct-23,Isle of Anglesey,
739,Oct-23,Blaenau Gwent,
837,Oct-23,Bridgend,
1245,Oct-23,Caerphilly,
2386,Oct-23,Cardiff,
775,Oct-23,Carmarthenshire,
175,Oct-23,Ceredigion,
548,Oct-23,Conwy,
612,Oct-23,Denbighshire,
727,Oct-23,Flintshire,
489,Oct-23,Gwynedd,
570,Oct-23,Merthyr Tydfil,
317,Oct-23,Monmouthshire,
919,Oct-23,Neath Port Talbot,
1355,Oct-23,Newport,
399,Oct-23,Pembrokeshire,
288,Oct-23,Powys,
1908,Oct-23,"Rhondda, Cynon, Taff",
1493,Oct-23,Swansea,
670,Oct-23,Torfaen,
649,Oct-23,Vale of Glamorgan,
1066,Oct-23,Wrexham,
18417,Nov-23,Wales,Total
290,Nov-23,Isle of Anglesey,
729,Nov-23,Blaenau Gwent,
890,Nov-23,Bridgend,
1164,Nov-23,Caerphilly,
2227,Nov-23,Cardiff,
881,Nov-23,Carmarthenshire,
208,Nov-23,Ceredigion,
562,Nov-23,Conwy,
600,Nov-23,Denbighshire,
642,Nov-23,Flintshire,
559,Nov-23,Gwynedd,
624,Nov-23,Merthyr Tydfil,
277,Nov-23,Monmouthshire,
990,Nov-23,Neath Port Talbot,
1234,Nov-23,Newport,
427,Nov-23,Pembrokeshire,
281,Nov-23,Powys,
2048,Nov-23,"Rhondda, Cynon, Taff",
1481,Nov-23,Swansea,
676,Nov-23,Torfaen,
635,Nov-23,Vale of Glamorgan,
992,Nov-23,Wrexham,
18755,Dec-23,Wales,Total
331,Dec-23,Isle of Anglesey,
670,Dec-23,Blaenau Gwent,
889,Dec-23,Bridgend,
1136,Dec-23,Caerphilly,
2453,Dec-23,Cardiff,
918,Dec-23,Carmarthenshire,
173,Dec-23,Ceredigion,
576,Dec-23,Conwy,
638,Dec-23,Denbighshire,
702,Dec-23,Flintshire,
569,Dec-23,Gwynedd,
618,Dec-23,Merthyr Tydfil,
305,Dec-23,Monmouthshire,
960,Dec-23,Neath Port Talbot,
1478,Dec-23,Newport,
465,Dec-23,Pembrokeshire,
279,Dec-23,Powys,
1708,Dec-23,"Rhondda, Cynon, Taff",
1506,Dec-23,Swansea,
702,Dec-23,Torfaen,
650,Dec-23,Vale of Glamorgan,
1029,Dec-23,Wrexham,
26897,Jan-24,Wales,Total
500,Jan-24,Isle of Anglesey,
1015,Jan-24,Blaenau Gwent,
1309,Jan-24,Bridgend,
1734,Jan-24,Caerphilly,
3465,Jan-24,Cardiff,
1181,Jan-24,Carmarthenshire,
253,Jan-24,Ceredigion,
804,Jan-24,Conwy,
913,Jan-24,Denbighshire,
997,Jan-24,Flintshire,
837,Jan-24,Gwynedd,
933,Jan-24,Merthyr Tydfil,
382,Jan-24,Monmouthshire,
1361,Jan-24,Neath Port Talbot,
2007,Jan-24,Newport,
599,Jan-24,Pembrokeshire,
403,Jan-24,Powys,
2671,Jan-24,"Rhondda, Cynon, Taff",
2150,Jan-24,Swansea,
1003,Jan-24,Torfaen,
974,Jan-24,Vale of Glamorgan,
1406,Jan-24,Wrexham,
19033,Feb-24,Wales,Total
338,Feb-24,Isle of Anglesey,
697,Feb-24,Blaenau Gwent,
886,Feb-24,Bridgend,
1203,Feb-24,Caerphilly,
2438,Feb-24,Cardiff,
860,Feb-24,Carmarthenshire,
131,Feb-24,Ceredigion,
569,Feb-24,Conwy,
587,Feb-24,Denbighshire,
738,Feb-24,Flintshire,
608,Feb-24,Gwynedd,
677,Feb-24,Merthyr Tydfil,
301,Feb-24,Monmouthshire,
951,Feb-24,Neath Port Talbot,
1418,Feb-24,Newport,
411,Feb-24,Pembrokeshire,
285,Feb-24,Powys,
1848,Feb-24,"Rhondda, Cynon, Taff",
1545,Feb-24,Swansea,
740,Feb-24,Torfaen,
781,Feb-24,Vale of Glamorgan,
1021,Feb-24,Wrexham,
23482,Mar-24,Wales,Total
372,Mar-24,Isle of Anglesey,
942,Mar-24,Blaenau Gwent,
1069,Mar-24,Bridgend,
1568,Mar-24,Caerphilly,
3079,Mar-24,Cardiff,
958,Mar-24,Carmarthenshire,
190,Mar-24,Ceredigion,
702,Mar-24,Conwy,
721,Mar-24,Denbighshire,
895,Mar-24,Flintshire,
656,Mar-24,Gwynedd,
790,Mar-24,Merthyr Tydfil,
368,Mar-24,Monmouthshire,
1189,Mar-24,Neath Port Talbot,
1791,Mar-24,Newport,
517,Mar-24,Pembrokeshire,
371,Mar-24,Powys,
2388,Mar-24,"Rhondda, Cynon, Taff",
1939,Mar-24,Swansea,
901,Mar-24,Torfaen,
871,Mar-24,Vale of Glamorgan,
1205,Mar-24,Wrexham,
24098,Apr-24,Wales,Total
357,Apr-24,Isle of Anglesey,
941,Apr-24,Blaenau Gwent,
1254,Apr-24,Bridgend,
1594,Apr-24,Caerphilly,
3138,Apr-24,Cardiff,
1029,Apr-24,Carmarthenshire,
203,Apr-24,Ceredigion,
689,Apr-24,Conwy,
705,Apr-24,Denbighshire,
914,Apr-24,Flintshire,
701,Apr-24,Gwynedd,
817,Apr-24,Merthyr Tydfil,
335,Apr-24,Monmouthshire,
1241,Apr-24,Neath Port Talbot,
1760,Apr-24,Newport,
492,Apr-24,Pembrokeshire,
385,Apr-24,Powys,
2532,Apr-24,"Rhondda, Cynon, Taff",
1959,Apr-24,Swansea,
848,Apr-24,Torfaen,
886,Apr-24,Vale of Glamorgan,
1318,Apr-24,Wrexham,
22087,May-24,Wales,Total
345,May-24,Isle of Anglesey,
931,May-24,Blaenau Gwent,
1035,May-24,Bridgend,
1366,May-24,Caerphilly,
2931,May-24,Cardiff,
963,May-24,Carmarthenshire,
189,May-24,Ceredigion,
638,May-24,Conwy,
627,May-24,Denbighshire,
792,May-24,Flintshire,
654,May-24,Gwynedd,
741,May-24,Merthyr Tydfil,
355,May-24,Monmouthshire,
1186,May-24,Neath Port Talbot,
1619,May-24,Newport,
481,May-24,Pembrokeshire,
290,May-24,Powys,
2391,May-24,"Rhondda, Cynon, Taff",
1808,May-24,Swansea,
788,May-24,Torfaen,
786,May-24,Vale of Glamorgan,
1171,May-24,Wrexham,
19664,Jun-24,Wales,Total
296,Jun-24,Isle of Anglesey,
735,Jun-24,Blaenau Gwent,
944,Jun-24,Bridgend,
1315,Jun-24,Caerphilly,
2589,Jun-24,Cardiff,
890,Jun-24,Carmarthenshire,
178,Jun-24,Ceredigion,
551,Jun-24,Conwy,
556,Jun-24,Denbighshire,
663,Jun-24,Flintshire,
565,Jun-24,Gwynedd,
729,Jun-24,Merthyr Tydfil,
292,Jun-24,Monmouthshire,
1047,Jun-24,Neath Port Talbot,
1519,Jun-24,Newport,
428,Jun-24,Pembrokeshire,
293,Jun-24,Powys,
1921,Jun-24,"Rhondda, Cynon, Taff",
1600,Jun-24,Swansea,
668,Jun-24,Torfaen,
746,Jun-24,Vale of Glamorgan,
1139,Jun-24,Wrexham,
16639,Jul-24,Wales,Total
273,Jul-24,Isle of Anglesey,
646,Jul-24,Blaenau Gwent,
781,Jul-24,Bridgend,
1094,Jul-24,Caerphilly,
2156,Jul-24,Cardiff,
755,Jul-24,Carmarthenshire,
154,Jul-24,Ceredigion,
497,Jul-24,Conwy,
463,Jul-24,Denbighshire,
550,Jul-24,Flintshire,
477,Jul-24,Gwynedd,
589,Jul-24,Merthyr Tydfil,
262,Jul-24,Monmouthshire,
889,Jul-24,Neath Port Talbot,
1293,Jul-24,Newport,
304,Jul-24,Pembrokeshire,
273,Jul-24,Powys,
1692,Jul-24,"Rhondda, Cynon, Taff",
1327,Jul-24,Swansea,
620,Jul-24,Torfaen,
610,Jul-24,Vale of Glamorgan,
934,Jul-24,Wrexham,
14612,Aug-24,Wales,Total
246,Aug-24,Isle of Anglesey,
559,Aug-24,Blaenau Gwent,
758,Aug-24,Bridgend,
993,Aug-24,Caerphilly,
1925,Aug-24,Cardiff,
659,Aug-24,Carmarthenshire,
139,Aug-24,Ceredigion,
423,Aug-24,Conwy,
413,Aug-24,Denbighshire,
553,Aug-24,Flintshire,
352,Aug-24,Gwynedd,
475,Aug-24,Merthyr Tydfil,
233,Aug-24,Monmouthshire,
795,Aug-24,Neath Port Talbot,
1053,Aug-24,Newport,
300,Aug-24,Pembrokeshire,
233,Aug-24,Powys,
1402,Aug-24,"Rhondda, Cynon, Taff",
1232,Aug-24,Swansea,
551,Aug-24,Torfaen,
520,Aug-24,Vale of Glamorgan,
798,Aug-24,Wrexham,
14372,Sep-24,Wales,Total
250,Sep-24,Isle of Anglesey,
563,Sep-24,Blaenau Gwent,
644,Sep-24,Bridgend,
956,Sep-24,Caerphilly,
1825,Sep-24,Cardiff,
708,Sep-24,Carmarthenshire,
117,Sep-24,Ceredigion,
431,Sep-24,Conwy,
421,Sep-24,Denbighshire,
540,Sep-24,Flintshire,
393,Sep-24,Gwynedd,
471,Sep-24,Merthyr Tydfil,
213,Sep-24,Monmouthshire,
795,Sep-24,Neath Port Talbot,
1059,Sep-24,Newport,
350,Sep-24,Pembrokeshire,
250,Sep-24,Powys,
1404,Sep-24,"Rhondda, Cynon, Taff",
1138,Sep-24,Swansea,
527,Sep-24,Torfaen,
551,Sep-24,Vale of Glamorgan,
766,Sep-24,Wrexham,
8450,Oct-24,Wales,Total
141,Oct-24,Isle of Anglesey,
325,Oct-24,Blaenau Gwent,
364,Oct-24,Bridgend,
536,Oct-24,Caerphilly,
1156,Oct-24,Cardiff,
405,Oct-24,Carmarthenshire,
86,Oct-24,Ceredigion,
243,Oct-24,Conwy,
262,Oct-24,Denbighshire,
316,Oct-24,Flintshire,
250,Oct-24,Gwynedd,
272,Oct-24,Merthyr Tydfil,
135,Oct-24,Monmouthshire,
426,Oct-24,Neath Port Talbot,
596,Oct-24,Newport,
192,Oct-24,Pembrokeshire,
147,Oct-24,Powys,
840,Oct-24,"Rhondda, Cynon, Taff",
663,Oct-24,Swansea,
346,Oct-24,Torfaen,
323,Oct-24,Vale of Glamorgan,
426,Oct-24,Wrexham,
8011,Nov-24,Wales,Total
124,Nov-24,Isle of Anglesey,
348,Nov-24,Blaenau Gwent,
376,Nov-24,Bridgend,
534,Nov-24,Caerphilly,
1035,Nov-24,Cardiff,
349,Nov-24,Carmarthenshire,
78,Nov-24,Ceredigion,
255,Nov-24,Conwy,
252,Nov-24,Denbighshire,
323,Nov-24,Flintshire,
237,Nov-24,Gwynedd,
244,Nov-24,Merthyr Tydfil,
121,Nov-24,Monmouthshire,
401,Nov-24,Neath Port Talbot,
564,Nov-24,Newport,
176,Nov-24,Pembrokeshire,
151,Nov-24,Powys,
760,Nov-24,"Rhondda, Cynon, Taff",
622,Nov-24,Swansea,
321,Nov-24,Torfaen,
292,Nov-24,Vale of Glamorgan,
448,Nov-24,Wrexham,
8695,Dec-24,Wales,Total
146,Dec-24,Isle of Anglesey,
320,Dec-24,Blaenau Gwent,
410,Dec-24,Bridgend,
549,Dec-24,Caerphilly,
1091,Dec-24,Cardiff,
437,Dec-24,Carmarthenshire,
98,Dec-24,Ceredigion,
288,Dec-24,Conwy,
269,Dec-24,Denbighshire,
338,Dec-24,Flintshire,
272,Dec-24,Gwynedd,
272,Dec-24,Merthyr Tydfil,
122,Dec-24,Monmouthshire,
477,Dec-24,Neath Port Talbot,
612,Dec-24,Newport,
228,Dec-24,Pembrokeshire,
189,Dec-24,Powys,
803,Dec-24,"Rhondda, Cynon, Taff",
654,Dec-24,Swansea,
342,Dec-24,Torfaen,
324,Dec-24,Vale of Glamorgan,
454,Dec-24,Wrexham,
11546,Jan-25,Wales,Total
207,Jan-25,Isle of Anglesey,
438,Jan-25,Blaenau Gwent,
501,Jan-25,Bridgend,
792,Jan-25,Caerphilly,
1462,Jan-25,Cardiff,
510,Jan-25,Carmarthenshire,
96,Jan-25,Ceredigion,
371,Jan-25,Conwy,
369,Jan-25,Denbighshire,
427,Jan-25,Flintshire,
395,Jan-25,Gwynedd,
439,Jan-25,Merthyr Tydfil,
158,Jan-25,Monmouthshire,
577,Jan-25,Neath Port Talbot,
866,Jan-25,Newport,
259,Jan-25,Pembrokeshire,
205,Jan-25,Powys,
1123,Jan-25,"Rhondda, Cynon, Taff",
834,Jan-25,Swansea,
419,Jan-25,Torfaen,
497,Jan-25,Vale of Glamorgan,
601,Jan-25,Wrexham,
14485,Feb-25,Wales,Total
258,Feb-25,Isle of Anglesey,
583,Feb-25,Blaenau Gwent,
683,Feb-25,Bridgend,
1137,Feb-25,Caerphilly,
1792,Feb-25,Cardiff,
588,Feb-25,Carmarthenshire,
128,Feb-25,Ceredigion,
404,Feb-25,Conwy,
423,Feb-25,Denbighshire,
509,Feb-25,Flintshire,
417,Feb-25,Gwynedd,
544,Feb-25,Merthyr Tydfil,
254,Feb-25,Monmouthshire,
758,Feb-25,Neath Port Talbot,
1026,Feb-25,Newport,
319,Feb-25,Pembrokeshire,
259,Feb-25,Powys,
1450,Feb-25,"Rhondda, Cynon, Taff",
1190,Feb-25,Swansea,
528,Feb-25,Torfaen,
518,Feb-25,Vale of Glamorgan,
717,Feb-25,Wrexham,
16458,Mar-25,Wales,Total
282,Mar-25,Isle of Anglesey,
650,Mar-25,Blaenau Gwent,
764,Mar-25,Bridgend,
1218,Mar-25,Caerphilly,
1927,Mar-25,Cardiff,
686,Mar-25,Carmarthenshire,
125,Mar-25,Ceredigion,
471,Mar-25,Conwy,
494,Mar-25,Denbighshire,
598,Mar-25,Flintshire,
455,Mar-25,Gwynedd,
594,Mar-25,Merthyr Tydfil,
262,Mar-25,Monmouthshire,
891,Mar-25,Neath Port Talbot,
1126,Mar-25,Newport,
381,Mar-25,Pembrokeshire,
279,Mar-25,Powys,
1725,Mar-25,"Rhondda, Cynon, Taff",
1386,Mar-25,Swansea,
647,Mar-25,Torfaen,
625,Mar-25,Vale of Glamorgan,
872,Mar-25,Wrexham,
19488,Apr-25,Wales,Total
334,Apr-25,Isle of Anglesey,
830,Apr-25,Blaenau Gwent,
926,Apr-25,Bridgend,
1372,Apr-25,Caerphilly,
2438,Apr-25,Cardiff,
885,Apr-25,Carmarthenshire,
155,Apr-25,Ceredigion,
539,Apr-25,Conwy,
591,Apr-25,Denbighshire,
672,Apr-25,Flintshire,
566,Apr-25,Gwynedd,
720,Apr-25,Merthyr Tydfil,
293,Apr-25,Monmouthshire,
1079,Apr-25,Neath Port Talbot,
1295,Apr-25,Newport,
431,Apr-25,Pembrokeshire,
320,Apr-25,Powys,
1998,Apr-25,"Rhondda, Cynon, Taff",
1661,Apr-25,Swansea,
677,Apr-25,Torfaen,
694,Apr-25,Vale of Glamorgan,
1012,Apr-25,Wrexham,
17511,May-25,Wales,Total
298,May-25,Isle of Anglesey,
700,May-25,Blaenau Gwent,
800,May-25,Bridgend,
1324,May-25,Caerphilly,
2196,May-25,Cardiff,
785,May-25,Carmarthenshire,
133,May-25,Ceredigion,
492,May-25,Conwy,
502,May-25,Denbighshire,
639,May-25,Flintshire,
487,May-25,Gwynedd,
628,May-25,Merthyr Tydfil,
275,May-25,Monmouthshire,
920,May-25,Neath Port Talbot,
1152,May-25,Newport,
393,May-25,Pembrokeshire,
291,May-25,Powys,
1749,May-25,"Rhondda, Cynon, Taff",
1441,May-25,Swansea,
657,May-25,Torfaen,
719,May-25,Vale of Glamorgan,
930,May-25,Wrexham,
16892,Jun-25,Wales,Total
260,Jun-25,Isle of Anglesey,
666,Jun-25,Blaenau Gwent,
822,Jun-25,Bridgend,
1263,Jun-25,Caerphilly,
2087,Jun-25,Cardiff,
791,Jun-25,Carmarthenshire,
146,Jun-25,Ceredigion,
465,Jun-25,Conwy,
458,Jun-25,Denbighshire,
592,Jun-25,Flintshire,
417,Jun-25,Gwynedd,
604,Jun-25,Merthyr Tydfil,
230,Jun-25,Monmouthshire,
869,Jun-25,Neath Port Talbot,
1182,Jun-25,Newport,
398,Jun-25,Pembrokeshire,
301,Jun-25,Powys,
1659,Jun-25,"Rhondda, Cynon, Taff",
1446,Jun-25,Swansea,
650,Jun-25,Torfaen,
680,Jun-25,Vale of Glamorgan,
906,Jun-25,Wrexham,
17245,Jul-25,Wales,Total
270,Jul-25,Isle of Anglesey,
660,Jul-25,Blaenau Gwent,
865,Jul-25,Bridgend,
1303,Jul-25,Caerphilly,
2187,Jul-25,Cardiff,
780,Jul-25,Carmarthenshire,
143,Jul-25,Ceredigion,
501,Jul-25,Conwy,
482,Jul-25,Denbighshire,
607,Jul-25,Flintshire,
478,Jul-25,Gwynedd,
673,Jul-25,Merthyr Tydfil,
294,Jul-25,Monmouthshire,
897,Jul-25,Neath Port Talbot,
1160,Jul-25,Newport,
392,Jul-25,Pembrokeshire,
271,Jul-25,Powys,
1665,Jul-25,"Rhondda, Cynon, Taff",
1321,Jul-25,Swansea,
674,Jul-25,Torfaen,
624,Jul-25,Vale of Glamorgan,
998,Jul-25,Wrexham,
15123,Aug-25,Wales,Total
216,Aug-25,Isle of Anglesey,
598,Aug-25,Blaenau Gwent,
680,Aug-25,Bridgend,
1090,Aug-25,Caerphilly,
1999,Aug-25,Cardiff,
663,Aug-25,Carmarthenshire,
125,Aug-25,Ceredigion,
397,Aug-25,Conwy,
413,Aug-25,Denbighshire,
615,Aug-25,Flintshire,
393,Aug-25,Gwynedd,
581,Aug-25,Merthyr Tydfil,
256,Aug-25,Monmouthshire,
857,Aug-25,Neath Port Talbot,
976,Aug-25,Newport,
317,Aug-25,Pembrokeshire,
274,Aug-25,Powys,
1452,Aug-25,"Rhondda, Cynon, Taff",
1264,Aug-25,Swansea,
540,Aug-25,Torfaen,
576,Aug-25,Vale of Glamorgan,
841,Aug-25,Wrexham,
1560,Apr-23,Wales,Total
37,Apr-23,Isle of Anglesey,
40,Apr-23,Blaenau Gwent,
67,Apr-23,Bridgend,
80,Apr-23,Caerphilly,
276,Apr-23,Cardiff,
112,Apr-23,Carmarthenshire,
26,Apr-23,Ceredigion,
40,Apr-23,Conwy,
54,Apr-23,Denbighshire,
48,Apr-23,Flintshire,
46,Apr-23,Gwynedd,
37,Apr-23,Merthyr Tydfil,
18,Apr-23,Monmouthshire,
83,Apr-23,Neath Port Talbot,
118,Apr-23,Newport,
28,Apr-23,Pembrokeshire,
32,Apr-23,Powys,
105,Apr-23,"Rhondda, Cynon, Taff",
108,Apr-23,Swansea,
67,Apr-23,Torfaen,
51,Apr-23,Vale of Glamorgan,
87,Apr-23,Wrexham,
1374,May-23,Wales,Total
30,May-23,Isle of Anglesey,
31,May-23,Blaenau Gwent,
56,May-23,Bridgend,
80,May-23,Caerphilly,
214,May-23,Cardiff,
86,May-23,Carmarthenshire,
24,May-23,Ceredigion,
38,May-23,Conwy,
51,May-23,Denbighshire,
50,May-23,Flintshire,
52,May-23,Gwynedd,
25,May-23,Merthyr Tydfil,
25,May-23,Monmouthshire,
90,May-23,Neath Port Talbot,
107,May-23,Newport,
32,May-23,Pembrokeshire,
32,May-23,Powys,
83,May-23,"Rhondda, Cynon, Taff",
90,May-23,Swansea,
51,May-23,Torfaen,
44,May-23,Vale of Glamorgan,
83,May-23,Wrexham,
1402,Jun-23,Wales,Total
40,Jun-23,Isle of Anglesey,
40,Jun-23,Blaenau Gwent,
44,Jun-23,Bridgend,
78,Jun-23,Caerphilly,
236,Jun-23,Cardiff,
94,Jun-23,Carmarthenshire,
22,Jun-23,Ceredigion,
43,Jun-23,Conwy,
48,Jun-23,Denbighshire,
56,Jun-23,Flintshire,
38,Jun-23,Gwynedd,
29,Jun-23,Merthyr Tydfil,
27,Jun-23,Monmouthshire,
57,Jun-23,Neath Port Talbot,
105,Jun-23,Newport,
40,Jun-23,Pembrokeshire,
35,Jun-23,Powys,
102,Jun-23,"Rhondda, Cynon, Taff",
95,Jun-23,Swansea,
67,Jun-23,Torfaen,
28,Jun-23,Vale of Glamorgan,
78,Jun-23,Wrexham,
1261,Jul-23,Wales,Total
23,Jul-23,Isle of Anglesey,
32,Jul-23,Blaenau Gwent,
32,Jul-23,Bridgend,
69,Jul-23,Caerphilly,
181,Jul-23,Cardiff,
97,Jul-23,Carmarthenshire,
21,Jul-23,Ceredigion,
40,Jul-23,Conwy,
42,Jul-23,Denbighshire,
41,Jul-23,Flintshire,
38,Jul-23,Gwynedd,
43,Jul-23,Merthyr Tydfil,
23,Jul-23,Monmouthshire,
75,Jul-23,Neath Port Talbot,
103,Jul-23,Newport,
23,Jul-23,Pembrokeshire,
31,Jul-23,Powys,
72,Jul-23,"Rhondda, Cynon, Taff",
78,Jul-23,Swansea,
55,Jul-23,Torfaen,
57,Jul-23,Vale of Glamorgan,
85,Jul-23,Wrexham,
1313,Aug-23,Wales,Total
36,Aug-23,Isle of Anglesey,
34,Aug-23,Blaenau Gwent,
39,Aug-23,Bridgend,
56,Aug-23,Caerphilly,
229,Aug-23,Cardiff,
93,Aug-23,Carmarthenshire,
20,Aug-23,Ceredigion,
47,Aug-23,Conwy,
41,Aug-23,Denbighshire,
51,Aug-23,Flintshire,
46,Aug-23,Gwynedd,
38,Aug-23,Merthyr Tydfil,
21,Aug-23,Monmouthshire,
85,Aug-23,Neath Port Talbot,
118,Aug-23,Newport,
18,Aug-23,Pembrokeshire,
23,Aug-23,Powys,
81,Aug-23,"Rhondda, Cynon, Taff",
68,Aug-23,Swansea,
46,Aug-23,Torfaen,
53,Aug-23,Vale of Glamorgan,
70,Aug-23,Wrexham,
1381,Sep-23,Wales,Total
37,Sep-23,Isle of Anglesey,
29,Sep-23,Blaenau Gwent,
48,Sep-23,Bridgend,
71,Sep-23,Caerphilly,
204,Sep-23,Cardiff,
95,Sep-23,Carmarthenshire,
18,Sep-23,Ceredigion,
45,Sep-23,Conwy,
48,Sep-23,Denbighshire,
62,Sep-23,Flintshire,
44,Sep-23,Gwynedd,
36,Sep-23,Merthyr Tydfil,
26,Sep-23,Monmouthshire,
85,Sep-23,Neath Port Talbot,
124,Sep-23,Newport,
18,Sep-23,Pembrokeshire,
26,Sep-23,Powys,
79,Sep-23,"Rhondda, Cynon, Taff",
72,Sep-23,Swansea,
59,Sep-23,Torfaen,
47,Sep-23,Vale of Glamorgan,
108,Sep-23,Wrexham,
1372,Oct-23,Wales,Total
32,Oct-23,Isle of Anglesey,
34,Oct-23,Blaenau Gwent,
49,Oct-23,Bridgend,
70,Oct-23,Caerphilly,
198,Oct-23,Cardiff,
92,Oct-23,Carmarthenshire,
18,Oct-23,Ceredigion,
46,Oct-23,Conwy,
49,Oct-23,Denbighshire,
33,Oct-23,Flintshire,
50,Oct-23,Gwynedd,
32,Oct-23,Merthyr Tydfil,
27,Oct-23,Monmouthshire,
58,Oct-23,Neath Port Talbot,
116,Oct-23,Newport,
29,Oct-23,Pembrokeshire,
49,Oct-23,Powys,
103,Oct-23,"Rhondda, Cynon, Taff",
98,Oct-23,Swansea,
43,Oct-23,Torfaen,
59,Oct-23,Vale of Glamorgan,
87,Oct-23,Wrexham,
1275,Nov-23,Wales,Total
28,Nov-23,Isle of Anglesey,
39,Nov-23,Blaenau Gwent,
56,Nov-23,Bridgend,
83,Nov-23,Caerphilly,
152,Nov-23,Cardiff,
77,Nov-23,Carmarthenshire,
12,Nov-23,Ceredigion,
49,Nov-23,Conwy,
40,Nov-23,Denbighshire,
41,Nov-23,Flintshire,
