LA (code),LA (name),EstablishmentName,EstablishmentTypeGroup (name),Gender (name),ReligiousCharacter (name),NumberOfPupils,NumberOfBoys,NumberOfGirls,PercentageFSM,Street,Address3,Town,County (code),County (name),Postcode,GOR (code),GOR (name),DistrictAdministrative (code),DistrictAdministrative (name),GSSLACode (code),GSSLACode (name),Easting,Northing,MSOA (name),LSOA (name),PropsName,Country (code),Country (name),MSOA (code),LSOA (code),FSM,Latitude,Longitude
343,Sefton,St. Mary's College,Independent schools,Mixed,Roman Catholic,824.0,440.0,384.0,,St. Mary's College,Crosby,Liverpool,99,,L23 5TW,B,North West,E08000014,Sefton,E08000014,E08000014,332020,399566,Sefton 028,Sefton 028D,St Mary's College Crosby Trust Ltd,GB,United Kingdom,E02001456,E01007104,,53.48839481258660,-3.0260111648547900
343,Sefton,Merchant Taylors' Schools,Independent schools,Mixed,,371.0,371.0,0.0,,186 Liverpool Road,,Liverpool,22,Merseyside,L23 0QP,B,North West,E08000014,Sefton,E08000014,E08000014,332072,399050,Sefton 030,Sefton 030E,"Merchant Taylors’ Schools, Crosby ",0,,E02001458,E01007103,,53.48376425382980,-3.0251157501203800
344,Wirral,Prenton Preparatory School,Independent schools,Mixed,,99.0,62.0,37.0,,Mount Pleasant,,Prenton,22,Merseyside,CH43 5SY,B,North West,E08000015,Wirral,E08000015,E08000015,330663,387400,Wirral 022,Wirral 022D,Prenton Preparatory School Ltd,0,,E02001488,E01007243,,53.37888152831470,-3.0437758688195900
344,Wirral,Avalon School,Independent schools,Mixed,,118.0,57.0,61.0,,Caldy Road,,Wirral,22,Merseyside,CH48 2HE,B,North West,E08000015,Wirral,E08000015,E08000015,322040,385927,Wirral 028,Wirral 028D,AvalonSchool Educationa Trust,0,,E02001494,E01007281,,53.36444027983870,-3.1730095186436700
344,Wirral,Birkenhead School,Independent schools,Mixed,Does not apply,955.0,527.0,428.0,,58 Beresford Road,,Prenton,22,Merseyside,CH43 2JD,B,North West,E08000015,Wirral,E08000015,E08000015,329916,388073,Wirral 020,Wirral 020C,Birkenhead School,0,,E02001486,E01007240,,53.384831098327000,-3.0551526698439200
350,Bolton,Lord's School,Independent schools,Mixed,,36.0,26.0,10.0,,Brooklyn,Bolton,Bolton,19,Lancashire,BL3 2EF,B,North West,E08000001,Bolton,E08000001,E08000001,372090,407066,Bolton 022,Bolton 022C,Anne Ainsworth,GB,United Kingdom,E02001005,E01004813,,53.55946534536500,-2.42280879072555
350,Bolton,Clevelands Prep School,Independent schools,Mixed,,159.0,83.0,76.0,,425 Chorley New Road,,Bolton,15,Greater Manchester,BL1 5DH,B,North West,E08000001,Bolton,E08000001,E08000001,368476,409313,Bolton 020,Bolton 020C,Alpha Schools (Holdings) Ltd,0,,E02001003,E01004837,,53.57945595459150,-2.4775924341692600
350,Bolton,Bolton School Boys' Division,Independent schools,Boys,,1124.0,1124.0,0.0,,Chorley New Road,,Bolton,19,Lancashire,BL1 4PA,B,North West,E08000001,Bolton,E08000001,E08000001,370274,409395,Bolton 015,Bolton 015A,The Governors of Bolton School,0,,E02000998,E01004868,,53.58029834652520,-2.450445272410450
350,Bolton,Bolton School Girls' Division,Independent schools,Girls,,1035.0,0.0,1035.0,,Chorley New Road,,Bolton,19,Lancashire,BL1 4PB,B,North West,E08000001,Bolton,E08000001,E08000001,369981,409349,Bolton 015,Bolton 015A,The Governors of Bolton School,0,,E02000998,E01004868,,53.57986814652590,-2.454866067673810
351,Bury,Darul Uloom Al Arabiya Al Islamiya,Independent schools,Boys,Islam,398.0,398.0,0.0,,Holcombe Hall,Holcombe,Nr. Bury,15,Greater Manchester,BL8 4NG,B,North West,E08000002,Bury,E08000002,E08000002,378031,415885,Bury 001,Bury 001F,Board of Trustees,0,,E02001019,E01005021,,53.639015002713300,-2.3337483112289200
351,Bury,Bury Grammar Schools,Independent schools,Mixed,,1278.0,626.0,652.0,,Tenterden Street,,Bury,19,Lancashire,BL9 0HN,B,North West,E08000002,Bury,E08000002,E08000002,380002,410537,Bury 011,Bury 011A,Bury Grammar School Ltd,0,,E02001029,E01005025,,53.59102607435250,-2.303592751728300
352,Manchester,Moor Allerton Preparatory School,Independent schools,Mixed,,251.0,156.0,95.0,,131 Barlow Moor Road,,Manchester,19,Lancashire,M20 2PW,B,North West,E08000003,Manchester,E08000003,E08000003,383900,391611,Manchester 042,Manchester 042B,Alpha Schools (Holdings) Ltd,0,,E02001086,E01005078,,53.42104828433080,-2.243725481774320
353,Oldham,The Chadderton Preparatory School,Independent schools,Mixed,,107.0,60.0,47.0,,Broadway,,Oldham,99,,OL9 0AD,B,North West,E08000004,Oldham,E08000004,E08000004,390647,406222,Oldham 010,Oldham 010D,Ali Khan,0,,E02001107,E01005340,,53.55254199805050,-2.142643277466760
352,Manchester,Chetham's School of Music,Independent schools,Mixed,,334.0,144.0,190.0,,Long Millgate,,,99,,M3 1SB,B,North West,E08000003,Manchester,E08000003,E08000003,383947,398841,Manchester 054,Manchester 054C,Governing Body of Chetham's,GB,United Kingdom,E02006902,E01033658,,53.486035819434100,-2.2433899404847600
352,Manchester,The Manchester Grammar School,Independent schools,Boys,,1659.0,1659.0,0.0,,Old Hall Lane,,Manchester,19,Lancashire,M13 0XT,B,North West,E08000003,Manchester,E08000003,E08000003,386134,394725,Manchester 026,Manchester 026B,The Manchester Foundation Grammar School Foundation,0,,E02001070,E01005281,,53.44910223299460,-2.2102485994857100
352,Manchester,Manchester High School for Girls,Independent schools,Girls,,930.0,0.0,930.0,,Grangethorpe Road,,Manchester,99,,M14 6HS,B,North West,E08000003,Manchester,E08000003,E08000003,385315,394518,Manchester 032,Manchester 032A,Manchester High School for Girls,0,,E02001076,E01005184,,53.44721926680900,-2.2225705274026100
352,Manchester,St Bede's College,Independent schools,Mixed,Roman Catholic,744.0,435.0,309.0,,Alexandra Road South,Manchester,,99,,M16 8HX,B,North West,E08000003,Manchester,E08000003,E08000003,383324,394987,Manchester 028,Manchester 028E,St Bede's Foundation,GB,United Kingdom,E02001072,E01033680,,53.45137515247280,-2.2525726216016500
352,Manchester,Withington Girls' School,Independent schools,Girls,,756.0,0.0,756.0,,Wellington Road,,Manchester,15,Greater Manchester,M14 6BL,B,North West,E08000003,Manchester,E08000003,E08000003,385092,393604,Manchester 032,Manchester 032C,The Governors Withington GS,0,,E02001076,E01005271,,53.4389975401734,-2.225884453212170
355,Salford,King of Kings,Independent schools,Mixed,Christian,27.0,20.0,7.0,,Derby Road,,Salford,99,,M6 5YD,B,North West,E08000006,Salford,E08000006,E08000006,380058,398613,Salford 021,Salford 021F,King of Kings School,GB,United Kingdom,E02001177,E01005723,,53.483852645384400,-2.301982492427530
352,Manchester,Manchester Muslim Preparatory School,Independent schools,Mixed,Islam,174.0,85.0,89.0,,141 Barlow Moor Road,,Manchester,99,,M20 2PQ,B,North West,E08000003,Manchester,E08000003,E08000003,383654,391700,Manchester 042,Manchester 042B,Manchester Islamic Educational Trust Ltd,GB,United Kingdom,E02001086,E01005078,,53.42184063676060,-2.247431702204100
352,Manchester,Abbey College Manchester,Independent schools,Mixed,,183.0,98.0,85.0,,5-7 Cheapside,Manchester,,99,,M2 4WG,B,North West,E08000003,Manchester,E08000003,E08000003,383898,398322,Manchester 054,Manchester 054C,Abbey DLD Colleges Ltd,0,,E02006902,E01033658,,53.481369359096800,-2.244101562638730
353,Oldham,Hulme Grammar School,Independent schools,Mixed,,675.0,366.0,309.0,,Chamber Road,,Oldham,19,Lancashire,OL8 4BX,B,North West,E08000004,Oldham,E08000004,E08000004,391972,403654,Oldham 037,Oldham 037B,Hulme Grammar School,0,,E02007001,E01005435,,53.529482207869500,-2.1225772237406500
353,Oldham,Farrowdale House School,Independent schools,Mixed,,40.0,18.0,22.0,,Farrowdale House Farrow st,,Oldham,19,Lancashire,OL2 7AD,B,North West,E08000004,Oldham,E08000004,E08000004,393694,408904,Oldham 003,Oldham 003D,Suzanne Hall,0,,E02001100,E01005447,,53.57669471051990,-2.096707710364200
354,Rochdale,Beech House School,Independent schools,Mixed,,165.0,82.0,83.0,,184 Manchester Road,,Rochdale,19,Lancashire,OL11 4JQ,B,North West,E08000005,Rochdale,E08000005,E08000005,389168,412541,Rochdale 010,Rochdale 010E,Beech House School Ltd,0,,E02001141,E01005484,,53.609309966858500,-2.1651885247027600
355,Salford,Branwood Preparatory School,Independent schools,Mixed,,150.0,74.0,76.0,,Stafford Road,Eccles,Manchester,19,Lancashire,M30 9HN,B,North West,E08000006,Salford,E08000006,E08000006,377223,399194,Salford 020,Salford 020F,Branwood School Trust Ltd,0,,E02001176,E01005636,,53.488959157861700,-2.3447458520125200
355,Salford,Bridgewater School,Independent schools,Mixed,,467.0,246.0,221.0,,Drywood Hall,Worsley,Manchester,15,Greater Manchester,M28 2WQ,B,North West,E08000006,Salford,E08000006,E08000006,375459,400557,Salford 014,Salford 014E,Bridgewater School,0,,E02001170,E01005741,,53.50113041387760,-2.3714380253090400
355,Salford,Talmud Torah Chinuch Norim School,Independent schools,Boys,,352.0,352.0,0.0,,11 Wellington Street East,,Manchester,99,,M7 2AU,B,North West,E08000006,Salford,E08000006,E08000006,382941,401132,Salford 031,Salford 031B,Joshua Waldman,0,,E02006957,E01005612,,53.50659619229520,-2.2586757976156400
355,Salford,Bnos Yisroel School Manchester,Independent schools,Girls,,649.0,0.0,649.0,,Leicester Road,,Salford,19,Lancashire,M7 4DA,B,North West,E08000006,Salford,E08000006,E08000006,383371,401487,Salford 031,Salford 031A,Maurice Brunner,0,,E02006957,E01005613,,53.50980090728680,-2.252211515793490
351,Bury,Prestwich Preparatory School,Independent schools,Mixed,,36.0,21.0,15.0,,400 Bury Old Road,,Manchester,19,Lancashire,M25 1PZ,B,North West,E08000002,Bury,E08000002,E08000002,382304,404341,Bury 023,Bury 023B,Friesner Education,0,,E02001041,E01004973,,53.53541837803930,-2.2684624978917800
355,Salford,Mechinoh School,Independent schools,Boys,,76.0,76.0,0.0,,13 Upper Park Road,,Salford,19,Lancashire,M7 4HY,B,North West,E08000006,Salford,E08000006,E08000006,383364,402078,Salford 010,Salford 010B,Mechinoh L'Yeshiva,0,,E02001166,E01005649,,53.51511276912950,-2.2523486530958200
355,Salford,Clarendon Cottage Preparatory School,Independent schools,Mixed,,97.0,43.0,54.0,,Ivy Bank House,Eccles,Salford,99,,M30 9BJ,B,North West,E08000006,Salford,E08000006,E08000006,377810,399105,Salford 020,Salford 020A,J Bagnall E Bagnall K McWilliams,0,,E02001176,E01005631,,53.488184409973600,-2.335892884916220
355,Salford,Tashbar of Manchester,Independent schools,Boys,Orthodox Jewish,479.0,479.0,0.0,,20 Upper Park Road,,Salford,19,Lancashire,M7 4HL,B,North West,E08000006,Salford,E08000006,E08000006,383433,402118,Salford 010,Salford 010A,Tashbar Academy Ltd,0,,E02001166,E01005646,,53.51547449489830,-2.251310239469070
355,Salford,Manchester Junior Girls' School,Independent schools,Girls,Orthodox Jewish,236.0,0.0,236.0,,64 Upper Park Road,,Salford,19,Lancashire,M7 4JA,B,North West,E08000006,Salford,E08000006,E08000006,383096,402264,Salford 010,Salford 010B,Aryeth Ehrentreu,0,,E02001166,E01005649,,53.51677598394900,-2.2564002842417500
355,Salford,Oholei Yosef Yitzchok Lubavitch Schools,Independent schools,Girls,Charadi Jewish,73.0,10.0,63.0,,460 Bury New Rd,Lancashire,Salford,19,Lancashire,M7 4LH,B,North West,E08000006,Salford,E08000006,E08000006,382787,402108,Salford 010,Salford 010B,David Hickson,0,,E02001166,E01005649,,53.51536371681920,-2.2610516600527100
356,Stockport,Brabyns Preparatory School,Independent schools,Mixed,,86.0,45.0,41.0,,34-36 Arkwright Road,,Stockport,4,Cheshire,SK6 7DB,B,North West,E08000007,Stockport,E08000007,E08000007,396340,389041,Stockport 020,Stockport 020E,Brabyns Preparatory School Ltd,0,,E02001206,E01005885,,53.398183439361500,-2.056507929566240
356,Stockport,Greenbank Preparatory School,Independent schools,Mixed,,236.0,129.0,107.0,,Heathbank Road,,Cheadle,4,Cheshire,SK8 6HU,B,North West,E08000007,Stockport,E08000007,E08000007,387120,386051,Stockport 034,Stockport 034B,Greenbank School Limited,0,,E02001220,E01005787,,53.37116131389820,-2.1950449358080900
356,Stockport,Lady Barn House School,Independent schools,Mixed,,490.0,260.0,230.0,,,,Cheadle,4,Cheshire,SK8 1JE,B,North West,E08000007,Stockport,E08000007,E08000007,385782,387423,Stockport 030,Stockport 030C,Lady Barn House School Ltd,0,,E02001216,E01005784,,53.38345898005920,-2.2152166321304500
356,Stockport,Hulme Hall Grammar School,Independent schools,Mixed,,216.0,127.0,89.0,,Beech Avenue,,Stockport,4,Cheshire,SK3 8HA,B,North West,E08000007,Stockport,E08000007,E08000007,389701,388744,Stockport 023,Stockport 023E,Hulme Hall Educational Trust Limited,GB,United Kingdom,E02001209,E01005804,,53.395424636993900,-2.1563425118339300
356,Stockport,Stella Maris School,Independent schools,Mixed,,34.0,16.0,18.0,,St John's Road,,Stockport,4,Cheshire,SK4 3BR,B,North West,E08000007,Stockport,E08000007,E08000007,386378,390715,Stockport 013,Stockport 013E,Stella Maris School,0,,E02001199,E01005858,,53.41306496039100,-2.2063997837641400
356,Stockport,Stockport Grammar School,Independent schools,Mixed,,1505.0,816.0,689.0,,Buxton Road,,Stockport,4,Cheshire,SK2 7AF,B,North West,E08000007,Stockport,E08000007,E08000007,390672,388080,Stockport 027,Stockport 027B,Stockport Grammar School,0,,E02001213,E01005801,,53.3894745037974,-2.1417206627822800
356,Stockport,Cheadle Hulme School,Independent schools,Mixed,,1528.0,800.0,728.0,,Claremont Road,,Cheadle,4,Cheshire,SK8 6EF,B,North West,E08000007,Stockport,E08000007,E08000007,387203,385763,Stockport 034,Stockport 034C,Cheadle Hulme School,0,,E02001220,E01005788,,53.36857464559550,-2.193785722412330
356,Stockport,Covenant Christian School,Independent schools,Mixed,Christian/Evangelical,35.0,12.0,23.0,,48 Heaton Moor Road,,Stockport,4,Cheshire,SK4 4NX,B,North West,E08000007,Stockport,E08000007,E08000007,388018,391947,Stockport 006,Stockport 006C,Roger Slack,0,,E02001192,E01005866,,53.42417891660400,-2.1817744509485000
357,Tameside,Trinity School,Independent schools,Mixed,Christian,104.0,50.0,54.0,,Birbeck Street,,Stalybridge,4,Cheshire,SK15 1SH,B,North West,E08000008,Tameside,E08000008,E08000008,395886,398178,Tameside 015,Tameside 015B,Trinity School Trust,0,,E02001243,E01006023,,53.4803078482243,-2.0634584326221700
358,Trafford,Bowdon Preparatory School for Girls,Independent schools,Girls,,279.0,0.0,279.0,,Ashley Road,,Altrincham,4,Cheshire,WA14 2LT,B,North West,E08000009,Trafford,E08000009,E08000009,376588,387229,Trafford 027,Trafford 027A,BOWDON PREPARATORY SCHOOL,0,,E02001285,E01006077,,53.38138576153890,-2.3534218292323000
358,Trafford,Altrincham Preparatory School,Independent schools,Boys,,263.0,263.0,0.0,,Marlborough Road,,Altrincham,4,Cheshire,WA14 2RR,B,North West,E08000009,Trafford,E08000009,E08000009,376581,386603,Trafford 027,Trafford 027C,Altrincham Prep School Ltd,0,,E02001285,E01006082,,53.375758700160500,-2.3534804276933400
358,Trafford,St Ambrose Prep School,Independent schools,Mixed,Roman Catholic,127.0,103.0,24.0,,Wicker Lane,Altrincham,Cheshire,99,,WA15 0HF,B,North West,E08000009,Trafford,E08000009,E08000009,379036,385945,Trafford 028,Trafford 028B,Congregation of Christian Brothers,0,,E02001286,E01006135,,53.36994793175340,-2.316535506796640
358,Trafford,Forest Park Preparatory School,Independent schools,Mixed,,158.0,85.0,73.0,,27 Oakfield,,Sale,4,Cheshire,M33 6NB,B,North West,E08000009,Trafford,E08000009,E08000009,378174,391952,Trafford 012,Trafford 012C,Bellevue Schools Ltd.,0,,E02001270,E01006150,,53.42390624222700,-2.329908076468450
358,Trafford,Hale Preparatory School,Independent schools,Mixed,,210.0,107.0,103.0,,Broomfield Lane,,Altrincham,4,Cheshire,WA15 9AS,B,North West,E08000009,Trafford,E08000009,E08000009,377329,387068,Trafford 026,Trafford 026C,Hale Preparatory School Ltd,0,,E02001284,E01006088,,53.37997110515950,-2.3422708223000100
358,Trafford,Forest School,Independent schools,Mixed,,217.0,109.0,108.0,,Moss Lane,,Altrincham,4,Cheshire,WA15 6LJ,B,North West,E08000009,Trafford,E08000009,E08000009,377857,388925,Trafford 023,Trafford 023B,Bellvue Schools Ltd,0,,E02001281,E01006191,,53.39668511154960,-2.334464604335510
358,Trafford,Abbotsford Preparatory School,Independent schools,Mixed,,173.0,78.0,95.0,,211 Flixton Road,Manchester,M41 5PR,19,Lancashire,M41 5PR,B,North West,E08000009,Trafford,E08000009,E08000009,375380,394706,Trafford 010,Trafford 010B,Ali Khan,0,,E02001268,E01006129,,53.448536435173400,-2.3721682234935700
371,Doncaster,Hill House School,Independent schools,Mixed,,890.0,441.0,449.0,,SIXTH AVENUE,DONCASTER,SOUTH YORKSHIRE,31,South Yorkshire,DN9 3GG,D,Yorkshire and the Humber,E08000017,Doncaster,E08000017,E08000017,465416,399320,Doncaster 038,Doncaster 038E,Hill House School Ltd,0,,E02001576,E01034245,,53.486538069310100,-1.0156126538161600
371,Doncaster,Sycamore Hall Preparatory School,Independent schools,Mixed,,17.0,9.0,8.0,,1 Hall Flat Lane,,Doncaster,31,South Yorkshire,DN4 8PT,D,Yorkshire and the Humber,E08000017,Doncaster,E08000017,E08000017,456132,401160,Doncaster 028,Doncaster 028A,Jane Spencer,0,,E02001566,E01007495,,53.50414501885530,-1.1551811283156400
373,Sheffield,Westbourne School,Independent schools,Mixed,,322.0,174.0,148.0,,60 Westbourne Road,S10 2QT,,99,,S10 2QT,D,Yorkshire and the Humber,E08000039,Sheffield,E08000019,E08000019,433297,386407,Sheffield 036,Sheffield 036F,Westbourne School Trust Ltd,0,,E02001646,E01034843,,53.37347920796730,-1.5009944942297800
373,Sheffield,Birkdale School,Independent schools,Mixed,Christian,712.0,618.0,94.0,,Oakholme Road,,Sheffield,31,South Yorkshire,S10 3DH,D,Yorkshire and the Humber,E08000039,Sheffield,E08000019,E08000019,433044,386520,Sheffield 036,Sheffield 036F,Birkdale School,0,,E02001646,E01034843,,53.37451070727840,-1.504785270142980
373,Sheffield,Mylnhurst Preparatory School and Nursery,Independent schools,Mixed,,182.0,93.0,89.0,,Button Hill,,Sheffield,31,South Yorkshire,S11 9HJ,D,Yorkshire and the Humber,E08000039,Sheffield,E08000019,E08000019,432780,383965,Sheffield 047,Sheffield 047A,MyInhurst Limited,0,,E02001657,E01007931,,53.35156203040770,-1.5090171748535800
373,Sheffield,Sheffield High School GDST,Independent schools,Girls,,713.0,0.0,713.0,,10 Rutland Park,,Sheffield,31,South Yorkshire,S10 2PE,D,Yorkshire and the Humber,E08000039,Sheffield,E08000019,E08000019,433468,386565,Sheffield 036,Sheffield 036F,Girls' Day School Trust,0,,E02001646,E01034843,,53.374888586587100,-1.4984077168365100
373,Sheffield,Bethany School,Independent schools,Mixed,Christian,86.0,49.0,37.0,,Finlay Street,,Sheffield,31,South Yorkshire,S3 7PS,D,Yorkshire and the Humber,E08000039,Sheffield,E08000019,E08000019,434359,387804,Sheffield 026,Sheffield 026A,Christian Family School Trust Ltd,0,,E02001636,E01008065,,53.38596800523030,-1.484881404788020
380,Bradford,Ghyll Royd School and Pre-School,Independent schools,Mixed,,121.0,71.0,50.0,,Greystone Manor,Burley-in-Wharfdale,Ilkley,39,West Yorkshire,LS29 7HW,D,Yorkshire and the Humber,E08000032,Bradford,E08000032,E08000032,416119,447109,Bradford 003,Bradford 003B,Ghyll Royd School Ltd,0,,E02002185,E01010768,,53.91987448115920,-1.7560587685764500
380,Bradford,Moorfield School & Nursery,Independent schools,Mixed,,103.0,42.0,61.0,,Wharfedale Lodge,,Ilkley,39,West Yorkshire,LS29 8RL,D,Yorkshire and the Humber,E08000032,Bradford,E08000032,E08000032,412540,447165,Bradford 002,Bradford 002A,Moorfield School Ltd,0,,E02002184,E01010691,,53.920475996889600,-1.8105498799226100
815,North Yorkshire,Westville House School,Independent schools,Mixed,,82.0,41.0,41.0,,Carter's Lane,,Ilkley,39,West Yorkshire,LS29 0DQ,D,Yorkshire and the Humber,E06000065,North Yorkshire,E06000065,E06000065,412824,449229,Harrogate 018,Harrogate 018D,Trustees of Westville House School,0,,E02005778,E01027735,,53.93901973049400,-1.806139838216870
380,Bradford,Bradford Grammar School,Independent schools,Mixed,,1055.0,562.0,493.0,,Keighley Road,West Yorkshire,,99,,BD9 4JP,D,Yorkshire and the Humber,E08000032,Bradford,E08000032,E08000032,415254,435387,Bradford 034,Bradford 034C,Bradford Grammar Sch Trustee Ltd,0,,E02002216,E01010824,,53.81454574807740,-1.7698075859842400
380,Bradford,Lady Lane Park School & Nursery,Independent schools,Mixed,,142.0,70.0,72.0,,Lady Lane,,Bingley,39,West Yorkshire,BD16 4AP,D,Yorkshire and the Humber,E08000032,Bradford,E08000032,E08000032,411237,440490,Bradford 010,Bradford 010B,Alpha Schools (Holdings) Ltd,0,,E02002192,E01010580,,53.86051220415620,-1.8306318433276700
380,Bradford,Jaamiatul Imaam Muhammad Zakaria,Independent schools,Girls,Muslim,413.0,0.0,413.0,,Thornton View Road,,Bradford,39,West Yorkshire,BD14 6JX,D,Yorkshire and the Humber,E08000032,Bradford,E08000032,E08000032,412416,431311,Bradford 047,Bradford 047E,Board of Trustees,0,,E02002229,E01010637,,53.77798590218190,-1.8130729420348400
380,Bradford,Bradford Christian School,Independent schools,Mixed,Christian,156.0,74.0,82.0,,Livingstone Road,,Bradford,99,,BD2 1BT,D,Yorkshire and the Humber,E08000032,Bradford,E08000032,E08000032,415873,435976,Bradford 024,Bradford 024E,Bradford Christian School,0,,E02002206,E01010778,,53.819821201978800,-1.7603762800780100
381,Calderdale,The Gleddings School,Independent schools,Mixed,,227.0,126.0,101.0,,Birdcage Lane,,Halifax,39,West Yorkshire,HX3 0JB,D,Yorkshire and the Humber,E08000033,Calderdale,E08000033,E08000033,408439,423191,Calderdale 021,Calderdale 021D,Gleddings School Limited,0,,E02002264,E01010973,,53.705081953980700,-1.8736406522099700
381,Calderdale,Rishworth School,Independent schools,Mixed,,411.0,219.0,192.0,,Oldham Road,West Yorkshire,Sowerby Bridge,39,West Yorkshire,HX6 4QA,D,Yorkshire and the Humber,E08000033,Calderdale,E08000033,E08000033,403398,418549,Calderdale 027,Calderdale 027D,Rishworth School,0,,E02002270,E01010955,,53.66341511924770,-1.9500524122638700
381,Calderdale,Hipperholme Grammar School,Independent schools,Mixed,,288.0,162.0,126.0,,Bramley Lane,,,99,,HX3 8JE,D,Yorkshire and the Humber,E08000033,Calderdale,E08000033,E08000033,412422,425804,Calderdale 011,Calderdale 011C,Hipperholme Grammar Sch Foundation,0,,E02002254,E01010907,,53.72848898309010,-1.8132013076616400
382,Kirklees,Huddersfield Grammar School,Independent schools,Mixed,,516.0,264.0,252.0,,Royds Mount,Marsh,Huddersfield,39,West Yorkshire,HD1 4QX,D,Yorkshire and the Humber,E08000034,Kirklees,E08000034,E08000034,412412,416807,Kirklees 039,Kirklees 039B,Cognita Schools Ltd,0,,E02002309,E01011233,,53.64762352182130,-1.8137096417803800
382,Kirklees,The Mount School,Independent schools,Mixed,,112.0,68.0,44.0,,3 Binham Road,,Huddersfield,39,West Yorkshire,HD2 2AP,D,Yorkshire and the Humber,E08000034,Kirklees,E08000034,E08000034,412989,417990,Kirklees 034,Kirklees 034C,Mr Christopher Sellers,0,,E02002304,E01011238,,53.658242590688700,-1.8049319907670400
382,Kirklees,Madni Academy,Independent schools,Girls,,225.0,14.0,211.0,,40-42 Scarborough Street,,Dewsbury,39,West Yorkshire,WF12 9AY,D,Yorkshire and the Humber,E08000034,Kirklees,E08000034,E08000034,424808,420765,Kirklees 024,Kirklees 024F,SMPA (Saville Town Muslim Parents Association),0,,E02002294,E01011263,,53.68275969824190,-1.625874924721420
382,Kirklees,The Branch Christian School,Independent schools,Mixed,Christian,19.0,10.0,9.0,,Dewsbury Gospel Church,,Dewsbury,39,West Yorkshire,WF13 4LA,D,Yorkshire and the Humber,E08000034,Kirklees,E08000034,E08000034,423851,422349,Kirklees 017,Kirklees 017F,Dewsbury Gospel Church,0,,E02002287,E01034584,,53.69704094439080,-1.640242653619070
383,Leeds,Richmond House School,Independent schools,Mixed,,231.0,119.0,112.0,,168-170 OTLEY ROAD,,,99,,LS16 5LG,D,Yorkshire and the Humber,E08000035,Leeds,E08000035,E08000035,427272,437309,Leeds 109,Leeds 109C,Governing body of Richmond House School,0,,E02006852,E01011690,,53.83133135693200,-1.5871153150453500
383,Leeds,Gateways School,Independent schools,Mixed,,517.0,194.0,323.0,,Harewood,,Leeds,39,West Yorkshire,LS17 9LE,D,Yorkshire and the Humber,E08000035,Leeds,E08000035,E08000035,432282,444891,Leeds 006,Leeds 006A,Gateways Educational Trust Ltd,0,,E02002335,E01011561,,53.89918884688960,-1.510201929923980
383,Leeds,The Froebelian School,Independent schools,Mixed,,132.0,68.0,64.0,,Clarence Road,Leeds,,99,,LS18 4LB,D,Yorkshire and the Humber,E08000035,Leeds,E08000035,E08000035,423917,437257,Leeds 027,Leeds 027A,Froebelian School (Horsforth) Ltd,0,,E02002356,E01011452,,53.83102847489400,-1.6380935796577000
383,Leeds,Queenswood School,Independent schools,Mixed,,23.0,10.0,13.0,,Queen Street,,Leeds,39,West Yorkshire,LS27 9EB,D,Yorkshire and the Humber,E08000035,Leeds,E08000035,E08000035,426450,427567,Leeds 104,Leeds 104B,Julie Tanner,0,,E02002433,E01011541,,53.74381498091500,-1.6004366200536900
383,Leeds,Leeds Menorah School,Independent schools,Mixed,,15.0,6.0,9.0,,399 Street Lane,,Leeds,39,West Yorkshire,LS17 6HQ,D,Yorkshire and the Humber,E08000035,Leeds,E08000035,E08000035,431065,438656,Leeds 023,Leeds 023B,Mrs Ethel Refson,GB,United Kingdom,E02002352,E01011511,,53.84322561011010,-1.5293513217834000
383,Leeds,The Grammar School At Leeds,Independent schools,Mixed,,2051.0,1082.0,969.0,,Alwoodley Gates,,Leeds,39,West Yorkshire,LS17 8GS,D,Yorkshire and the Humber,E08000035,Leeds,E08000035,E08000035,431704,440991,Leeds 012,Leeds 012B,The Governors of the Grammar School at Leeds,0,,E02002341,E01011562,,53.86417308876480,-1.5193998118517300
383,Leeds,Woodhouse Grove School,Independent schools,Mixed,Methodist,1047.0,578.0,469.0,,Apperley Bridge,,Bradford,39,West Yorkshire,BD10 0NR,D,Yorkshire and the Humber,E08000035,Leeds,E08000035,E08000035,419815,438253,Leeds 027,Leeds 027C,Methodist Independent Schools Trust,0,,E02002356,E01011457,,53.84015197138890,-1.7003534778533200
384,Wakefield,Ackworth School,Independent schools,Mixed,Quaker,428.0,238.0,190.0,,Pontefract Road,Pontefract,West Yorkshire,39,West Yorkshire,WF7 7LT,D,Yorkshire and the Humber,E08000036,Wakefield,E08000036,E08000036,444091,417122,Wakefield 034,Wakefield 034D,Society of Friends,0,,E02002471,E01011770,,53.648751070351600,-1.3344566191592800
384,Wakefield,Silcoates School,Independent schools,Mixed,United Reformed Church,514.0,279.0,235.0,,Silcoates Lane,Wakefield,West Yorkshire,99,,WF2 0PD,D,Yorkshire and the Humber,E08000036,Wakefield,E08000036,E08000036,431092,422122,Wakefield 014,Wakefield 014E,Governors of Silcoates School,GB,United Kingdom,E02002451,E01011891,,53.694621431089800,-1.5306006422982100
384,Wakefield,Wakefield Girls' High School,Independent schools,Girls,,675.0,0.0,675.0,,Wentworth Street,,Wakefield,39,West Yorkshire,WF1 2QS,D,Yorkshire and the Humber,E08000036,Wakefield,E08000036,E08000036,432874,421272,Wakefield 019,Wakefield 019B,Wakefield Grammar School Foundation,0,,E02002456,E01011923,,53.68687309384050,-1.5037038325854600
