LA (code),LA (name),EstablishmentName,EstablishmentTypeGroup (name),Gender (name),ReligiousCharacter (name),NumberOfPupils,NumberOfBoys,NumberOfGirls,PercentageFSM,Street,Address3,Town,County (code),County (name),Postcode,GOR (code),GOR (name),DistrictAdministrative (code),DistrictAdministrative (name),GSSLACode (code),GSSLACode (name),Easting,Northing,MSOA (name),LSOA (name),PropsName,Country (code),Country (name),MSOA (code),LSOA (code),FSM,Latitude,Longitude
208,Lambeth,Streatham & Clapham High School GDST,Independent schools,Girls,,847.0,0.0,847.0,,42 Abbotswood Road,London,,99,,SW16 1AW,H,London,E09000022,Lambeth,E09000022,E09000022,529515,172342,Lambeth 029,Lambeth 029A,The Girls' Day School Trust,GB,United Kingdom,E02000646,E01003116,,51.43528152295630,-0.13814162399316600
208,Lambeth,The White House Preparatory School & Woodentops Kindergarten,Independent schools,Mixed,,181.0,106.0,75.0,,24 Thornton Road,,London,99,,SW12 0LF,H,London,E09000022,Lambeth,E09000022,E09000022,529668,173481,Lambeth 023,Lambeth 023F,Mary McCahery & Stephen McCahery,0,,E02000640,E01003163,,51.44548251604730,-0.1355249575686760
209,Lewisham,St Dunstan's College,Independent schools,Mixed,Church of England,1196.0,648.0,548.0,,Stanstead Road,,LONDON,99,,SE6 4TY,H,London,E09000023,Lewisham,E09000023,E09000023,537093,173490,Lewisham 020,Lewisham 020G,St Dunstan's Education Group,0,,E02000672,E01034391,,51.44381639602670,-0.028745127235371500
203,Greenwich,Blackheath High School GDST,Independent schools,Girls,,741.0,0.0,741.0,,27 Vanbrugh Park,,,99,,SE3 7AG,H,London,E09000011,Greenwich,E09000011,E09000011,540064,177357,Greenwich 021,Greenwich 021A,Girls' Day School Trust,GB,United Kingdom,E02000333,E01001580,,51.477838849002300,0.015507189467828400
209,Lewisham,"Sydenham High School, GDST",Independent schools,Girls,,736.0,0.0,736.0,,19 Westwood Hill,London,,99,,SE26 6BL,H,London,E09000023,Lewisham,E09000023,E09000023,534676,171482,Lewisham 033,Lewisham 033D,Girls Day School Trust,GB,United Kingdom,E02000685,E01003332,,51.42635100948440,-0.06426502848375230
210,Southwark,Dulwich College,Independent schools,Mixed,,1919.0,1831.0,88.0,,Dulwich Common,,London,99,,SE21 7LD,H,London,E09000028,Southwark,E09000028,E09000028,533191,172993,Southwark 033,Southwark 033E,Dulwich College Trust,0,,E02000839,E01003951,,51.44028029794,-0.08504403462558710
210,Southwark,Dulwich Prep & Senior,Independent schools,Boys,,812.0,789.0,23.0,,38-42 ALLEYN PARK,,,99,,SE21 7AA,H,London,E09000028,Southwark,E09000028,E09000028,533196,172317,Southwark 033,Southwark 033B,Dulwich Prep and Senior,0,,E02000839,E01003946,,51.43420422547180,-0.08522620257745920
210,Southwark,James Allen's Girls' School,Independent schools,Girls,,1212.0,0.0,1212.0,,East Dulwich Grove,,London,99,,SE22 8TE,H,London,E09000028,Southwark,E09000028,E09000028,533103,174616,Southwark 031,Southwark 031B,The Governors of James Allens,0,,E02000837,E01004070,,51.454886092240600,-0.08569949752906060
210,Southwark,Alleyn's School,Independent schools,Mixed,,1450.0,697.0,753.0,,Townley Road,Greater London,London,99,,SE22 8SU,H,London,E09000028,Southwark,E09000028,E09000028,533359,174611,Southwark 030,Southwark 030E,Alleyn's School,0,,E02000836,E01004072,,51.454780972253300,-0.08201910602013180
210,Southwark,Herne Hill School,Independent schools,Mixed,,287.0,148.0,139.0,,127 Herne Hill,,London,99,,SE24 9LY,H,London,E09000028,Southwark,E09000028,E09000028,532186,174572,Southwark 031,Southwark 031D,Dominik Magyar,0,,E02000837,E01004074,,51.45470532774400,-0.09890605373372720
211,Tower Hamlets,Gatehouse School,Independent schools,Mixed,,533.0,276.0,257.0,,Sewardstone Road,,London,99,,E2 9JG,H,London,E09000030,Tower Hamlets,E09000030,E09000030,535583,183278,Tower Hamlets 002,Tower Hamlets 002D,Gatehouse Educational Trust Ltd,0,,E02000865,E01004201,,51.53213709681670,-0.04670343296412040
211,Tower Hamlets,Madani Secondary Girls' School,Independent schools,Girls,,260.0,0.0,260.0,,Myrdle Street,,London,99,,E1 1HL,H,London,E09000030,Tower Hamlets,E09000030,E09000030,534514,181414,Tower Hamlets 021,Tower Hamlets 021G,Madani Girls' School,0,,E02000884,E01035686,,51.51564213066060,-0.06281664466856390
212,Wandsworth,Ibstock Place School,Independent schools,Mixed,,1048.0,556.0,492.0,,Clarence Lane,,London,99,,SW15 5PY,H,London,E09000032,Wandsworth,E09000032,E09000032,521520,174288,Wandsworth 013,Wandsworth 013D,Ibstock Place School,0,,E02000935,E01004576,,51.45454054892970,-0.2524336020413780
212,Wandsworth,Merlin School,Independent schools,Mixed,,98.0,82.0,16.0,,4 Carlton Drive,,London,99,,SW15 2BZ,H,London,E09000032,Wandsworth,E09000032,E09000032,524005,174649,Wandsworth 014,Wandsworth 014A,Sir Alford Houstoun-Boswell,0,,E02000936,E01004500,,51.45724662180820,-0.21656063412703000
212,Wandsworth,Hurlingham School,Independent schools,Mixed,,412.0,243.0,169.0,,122 Putney Bridge Road,,London,99,,SW15 2NQ,H,London,E09000032,Wandsworth,E09000032,E09000032,524512,175308,Wandsworth 010,Wandsworth 010C,Fiona Goulden,0,,E02000932,E01004602,,51.463057964175500,-0.20903527727792600
315,Merton,Willington School,Independent schools,Mixed,,217.0,172.0,45.0,,Worcester Road,,London,99,,SW19 7QQ,H,London,E09000024,Merton,E09000024,E09000024,524889,171025,Merton 003,Merton 003A,Willington School Foundation Ltd,0,,E02000691,E01003400,,51.42448309750540,-0.2051210231272340
212,Wandsworth,Emanuel School,Independent schools,Mixed,Christian,1108.0,570.0,538.0,,Battersea Rise,,London,99,,SW11 1HS,H,London,E09000032,Wandsworth,E09000032,E09000032,527042,174633,Wandsworth 019,Wandsworth 019D,United Westminster Grey Coat Foundation,0,,E02000941,E01004621,,51.45643009118080,-0.17287780356430000
212,Wandsworth,Putney High School GDST,Independent schools,Girls,,1067.0,0.0,1067.0,,35 Putney Hill,,,99,,SW15 6BH,H,London,E09000032,Wandsworth,E09000032,E09000032,523900,174602,Wandsworth 014,Wandsworth 014A,Girls' Day School Trust,GB,United Kingdom,E02000936,E01004500,,51.45684719242520,-0.21808758461479300
212,Wandsworth,Broomwood Pre-Prep & Broomwood Prep-Girls,Independent schools,Mixed,Christian,359.0,85.0,274.0,,68-74 Nightingale Lane,,London,99,,SW12 8NR,H,London,E09000032,Wandsworth,E09000032,E09000032,528034,173974,Wandsworth 017,Wandsworth 017C,Dukes Education,0,,E02000939,E01004479,,51.45028446437300,-0.15884615466041500
212,Wandsworth,The Roche School,Independent schools,Mixed,,264.0,114.0,150.0,,11 Frogmore,,London,99,,SW18 1HW,H,London,E09000032,Wandsworth,E09000032,E09000032,525314,174895,Wandsworth 010,Wandsworth 010B,Carmen Roche,0,,E02000932,E01004511,,51.45916947550930,-0.19764280414562200
212,Wandsworth,Finton House School,Independent schools,Mixed,,348.0,176.0,172.0,,171 Trinity Road,,,99,,SW17 7HL,H,London,E09000032,Wandsworth,E09000032,E09000032,527583,172931,Wandsworth 027,Wandsworth 027F,Finton House Educational Trust,0,,E02000949,E01004626,,51.44101278964010,-0.16570858732138000
212,Wandsworth,Hornsby House School,Independent schools,Mixed,,437.0,222.0,215.0,,Hearnville Road,,London,99,,SW12 8RS,H,London,E09000032,Wandsworth,E09000032,E09000032,528208,173365,Wandsworth 027,Wandsworth 027B,Hornsby House Educational Trust,0,,E02000949,E01004545,,51.44477211785150,-0.15656394115793100
212,Wandsworth,Eveline Day School,Independent schools,Mixed,,98.0,51.0,47.0,,Swan House,Balham,London,99,,SW17 7BQ,H,London,E09000032,Wandsworth,E09000032,E09000032,528342,172874,Wandsworth 030,Wandsworth 030B,Mrs Eveline Drut,GB,United Kingdom,E02000952,E01004485,,51.44032923594610,-0.15481470663775800
212,Wandsworth,Prospect House School,Independent schools,Mixed,,261.0,135.0,126.0,,75 Putney Hill,,London,99,,SW15 3NT,H,London,E09000032,Wandsworth,E09000032,E09000032,523728,173976,Wandsworth 014,Wandsworth 014D,Dukes Education,0,,E02000936,E01004505,,51.45125878907200,-0.22078066132412400
212,Wandsworth,Newton Preparatory School,Independent schools,Mixed,,636.0,343.0,293.0,,149 Battersea Park Road,,London,99,,SW8 4BX,H,London,E09000032,Wandsworth,E09000032,E09000032,528870,176969,Wandsworth 039,Wandsworth 039B,Farouk Walji,0,,E02007084,E01033100,,51.47701049841800,-0.14573127764211500
212,Wandsworth,Dolphin School (Incorporating Noahs Ark Nursery Schools),Independent schools,Mixed,Christian,161.0,76.0,85.0,,106 Northcote Road,,London,99,,SW11 6QW,H,London,E09000032,Wandsworth,E09000032,E09000032,527511,174727,Wandsworth 015,Wandsworth 015B,Dolphin School Trust,0,,E02000937,E01004557,,51.45716952169230,-0.16609734873869000
315,Merton,Hall School Wimbledon,Independent schools,Mixed,,206.0,150.0,56.0,,17 The Downs,London,,99,,SW20 8HF,H,London,E09000024,Merton,E09000024,E09000024,523764,169916,Merton 010,Merton 010A,Outcomes First Group (Operations) 5 Limited,GB,United Kingdom,E02000698,E01003442,,51.41476277646680,-0.22168026924108100
212,Wandsworth,Eaton House the Manor School,Independent schools,Mixed,,673.0,447.0,226.0,,The Manor,,London,99,,SW4 9RU,H,London,E09000032,Wandsworth,E09000032,E09000032,528543,175257,Wandsworth 009,Wandsworth 009D,Dukes Education,0,,E02000931,E01004587,,51.461699381523900,-0.15105935445686300
212,Wandsworth,Broomwood Prep - Boys,Independent schools,Boys,Christian,208.0,208.0,0.0,,26 Bolingbroke Grove,,London,99,,SW11 6EL,H,London,E09000032,Wandsworth,E09000032,E09000032,527584,174151,Wandsworth 015,Wandsworth 015D,Dukes Education,0,,E02000937,E01004559,,51.45197662416880,-0.16525478458790400
212,Wandsworth,Al Risalah Secondary School,Independent schools,Girls,,185.0,36.0,149.0,,145 Upper Tooting Road,,London,99,,SW17 7TJ,H,London,E09000032,Wandsworth,E09000032,E09000032,527762,171982,Wandsworth 032,Wandsworth 032C,Al-Risalah Education Trust,0,,E02000954,E01004612,,51.432443877714700,-0.16347663001249600
212,Wandsworth,Parkgate House School,Independent schools,Mixed,,152.0,77.0,75.0,,80 Clapham Common,Northside,London,99,,SW4 9SD,H,London,E09000032,Wandsworth,E09000032,E09000032,528332,175241,Wandsworth 009,Wandsworth 009D,CATHERINE SHANLEY,0,,E02000931,E01004587,,51.46160342536580,-0.15410073146238200
213,Westminster,Arnold House School,Independent schools,Boys,,363.0,363.0,0.0,,1-3 Loudoun Rd,,London,99,,NW8 0LH,H,London,E09000033,Westminster,E09000033,E09000033,526561,183245,Westminster 001,Westminster 001B,Arnold House School Ltd,0,,E02000960,E01004649,,51.533933103762000,-0.17671140322585800
213,Westminster,"Queen's College, London",Independent schools,Girls,,635.0,0.0,635.0,,43-49 Harley Street,,London,99,,W1G 8BT,H,London,E09000033,Westminster,E09000033,E09000033,528666,181576,Westminster 011,Westminster 011A,The Council of Queen's College,0,,E02000970,E01004713,,51.51845891955100,-0.14698872717444600
213,Westminster,Francis Holland School,Independent schools,Girls,Church of England,570.0,0.0,570.0,,Clarence Gate,,London,99,,NW1 6XR,H,London,E09000033,Westminster,E09000033,E09000033,527724,182244,Westminster 008,Westminster 008B,Francis Holland Schools Trust,0,,E02000967,E01004660,,51.52467567583620,-0.16031587618765700
213,Westminster,Westminster Abbey Choir School,Independent schools,Boys,Anglican,29.0,29.0,0.0,,Dean's Yard,,London,99,,SW1P 3NY,H,London,E09000033,Westminster,E09000033,E09000033,529927,179412,Westminster 020,Westminster 020C,Dean and Chapter of Westminster,0,,E02000979,E01004733,,51.49872343853190,-0.12962148265470400
213,Westminster,Eaton House School,Independent schools,Boys,,149.0,145.0,4.0,,3-5 Eaton Gate,,London,99,,SW1W 9BA,H,London,E09000033,Westminster,E09000033,E09000033,528183,178867,Westminster 019,Westminster 019A,Dukes Education,0,,E02000978,E01004687,,51.494223422340500,-0.1549297991768260
213,Westminster,Francis Holland School,Independent schools,Girls,Church of England,603.0,0.0,603.0,,39 Graham Terrace,,London,99,,SW1W 8JF,H,London,E09000033,Westminster,E09000033,E09000033,528263,178574,Westminster 023,Westminster 023H,Francis Holland Schools Trust,0,,E02000982,E01035721,,51.49157216227280,-0.15388443047331100
213,Westminster,Westminster School,Independent schools,Mixed,Church of England,773.0,640.0,133.0,,Little Dean's Yard,,London,99,,SW1P 3PF,H,London,E09000033,Westminster,E09000033,E09000033,530047,179360,Westminster 020,Westminster 020C,The Governing Body of Westminster School,0,,E02000979,E01004733,,51.49822856350380,-0.12791286408716500
207,Kensington and Chelsea,Francis Holland Preparatory School,Independent schools,Girls,,222.0,0.0,222.0,,15 Manresa Road,,,99,,SW3 6NB,H,London,E09000020,Kensington and Chelsea,E09000020,E09000020,526991,178029,Kensington and Chelsea 019,Kensington and Chelsea 019C,Francis Holland Schools Trust,0,,E02000595,E01002910,,51.48696114698660,-0.17239218450216400
213,Westminster,Connaught House School,Independent schools,Mixed,,75.0,38.0,37.0,,47 Connaught Square,London,,99,,W2 2HL,H,London,E09000033,Westminster,E09000033,E09000033,527570,181036,Westminster 015,Westminster 015A,Connaught House School Ltd,0,,E02000974,E01004680,,51.513854386146100,-0.162971361562413
213,Westminster,Westminster Under School,Independent schools,Boys,Church of England,277.0,277.0,0.0,,Adrian House,London,,99,,SW1P 2NN,H,London,E09000033,Westminster,E09000033,E09000033,529634,178630,Westminster 021,Westminster 021E,Governing Body of Westminster,GB,United Kingdom,E02000980,E01004747,,51.491763046152100,-0.13412712234636500
213,Westminster,Westminster Cathedral Choir School,Independent schools,Boys,Roman Catholic,280.0,280.0,0.0,,Ambrosden Avenue,,London,99,,SW1P 1QH,H,London,E09000033,Westminster,E09000033,E09000033,529231,179110,Westminster 020,Westminster 020E,Westminster RC Diocesan Trustee,0,,E02000979,E01004748,,51.496168843565100,-0.13975309056804500
213,Westminster,The American School in London,Independent schools,Mixed,,1445.0,701.0,744.0,,1 Waverley Place,,London,99,,NW8 0NP,H,London,E09000033,Westminster,E09000033,E09000033,526542,183346,Westminster 001,Westminster 001B,American Sch In London Ed Trust,0,,E02000960,E01004649,,51.534845031145700,-0.17694892046347100
213,Westminster,Saint Christina's School,Independent schools,Mixed,Roman Catholic,178.0,87.0,91.0,,25 St Edmund's Terrace,,London,99,,NW8 7PY,H,London,E09000033,Westminster,E09000033,E09000033,527431,183481,Westminster 001,Westminster 001D,Handmaids of the Sacred Heart,0,,E02000960,E01004730,,51.53585847203430,-0.1640898240229630
213,Westminster,ICS London,Independent schools,Mixed,,140.0,77.0,63.0,,7b Wyndham Place,,London,99,,W1H 1PN,H,London,E09000033,Westminster,E09000033,E09000033,527664,181685,Westminster 012,Westminster 012C,Nace Educational Services Limited,GB,United Kingdom,E02000971,E01004661,,51.51966561023800,-0.16138261581324000
213,Westminster,Sylvia Young Theatre School,Independent schools,Mixed,,201.0,48.0,153.0,,1 Nutford Place,London,,99,,W1H 5YZ,H,London,E09000033,Westminster,E09000033,E09000033,527584,181403,Westminster 012,Westminster 012B,Sylvia Young,GB,United Kingdom,E02000971,E01004658,,51.517149388404900,-0.16263700431467600
213,Westminster,Naima Jewish Preparatory School,Independent schools,Mixed,,155.0,71.0,84.0,,21 Andover Place,,London,99,,NW6 5ED,H,London,E09000033,Westminster,E09000033,E09000033,525633,183266,Westminster 002,Westminster 002D,Naima Jewish Preparatory School,0,,E02000961,E01004710,,51.53432890206690,-0.1900760672251090
213,Westminster,Eaton Square Prep School,Independent schools,Mixed,,258.0,145.0,113.0,,55-57 Eccleston Square,,,99,,SW1V 1PH,H,London,E09000033,Westminster,E09000033,E09000033,529044,178732,Westminster 022,Westminster 022C,Dukes Education,GB,United Kingdom,E02000981,E01004751,,51.49281453063040,-0.14258348761016600
213,Westminster,Bales College,Independent schools,Mixed,,100.0,52.0,48.0,,2j Kilburn Lane,,London,99,,W10 4AA,H,London,E09000033,Westminster,E09000033,E09000033,523896,182571,Westminster 004,Westminster 004C,William Moore,0,,E02000963,E01004720,,51.528466403068600,-0.21535043082452500
302,Barnet,Mill Hill School Foundation,Independent schools,Mixed,,1767.0,1003.0,764.0,,The Ridgeway,,London,99,,NW7 1QS,H,London,E09000003,Barnet,E09000003,E09000003,522605,192610,Barnet 017,Barnet 017C,The Governors of Mill Hill Foundation,0,,E02000040,E01000261,,51.61896908052820,-0.23045120166859600
302,Barnet,Hendon Preparatory School,Independent schools,Mixed,,133.0,74.0,59.0,,20 Tenterden Grove,London,,99,,NW4 1TD,H,London,E09000003,Barnet,E09000003,E09000003,523600,189531,Barnet 032,Barnet 032B,Cognita Schools Ltd,GB,United Kingdom,E02000055,E01000242,,51.591080878505600,-0.2171707899394150
302,Barnet,The King Alfred School,Independent schools,Mixed,,705.0,339.0,366.0,,149 North End Road,,London,99,,NW11 7HY,H,London,E09000003,Barnet,E09000003,E09000003,525868,187188,Barnet 033,Barnet 033B,The King Alfred School Society,0,,E02000056,E01000206,,51.569523128309900,-0.18528765337873500
302,Barnet,Lyonsdown School,Independent schools,Girls,,154.0,0.0,154.0,,3 Richmond Road,,,99,,EN5 1SA,H,London,E09000003,Barnet,E09000003,E09000003,526012,195759,Barnet 005,Barnet 005B,The Mill Hill School Foundation,0,,E02000028,E01000268,,51.64651656848750,-0.1801334452132350
302,Barnet,Mount House School,Independent schools,Mixed,,244.0,136.0,108.0,,Camlet Way,,Barnet,17,Hertfordshire,EN4 0NJ,H,London,E09000003,Barnet,E09000003,E09000003,525341,197604,Barnet 001,Barnet 001D,Mount House School Ltd,0,,E02000024,E01000254,,51.66324691655180,-0.18916550109476100
302,Barnet,Annemount School,Independent schools,Mixed,,76.0,40.0,36.0,,18 Holne Chase,,London,99,,N2 0QN,H,London,E09000003,Barnet,E09000003,E09000003,526496,188342,Barnet 033,Barnet 033B,Geraldine Maidment,0,,E02000056,E01000206,,51.57975348059890,-0.1758162219577570
302,Barnet,Goodwyn School,Independent schools,Mixed,,172.0,104.0,68.0,,Hammers Lane,London,London,99,,NW7 4DB,H,London,E09000003,Barnet,E09000003,E09000003,522178,192419,Barnet 017,Barnet 017C,Struan Robertson,0,,E02000040,E01000261,,51.61734531856190,-0.2366823073391930
302,Barnet,Holland House School,Independent schools,Mixed,,141.0,57.0,84.0,,1 Broadhurst Avenue,,Edgware,58,Middlesex,HA8 8TP,H,London,E09000003,Barnet,E09000003,E09000003,519587,192867,Barnet 014,Barnet 014A,School Board of Governors,0,,E02000037,E01000186,,51.621927463727800,-0.27393494167475000
302,Barnet,Kerem School,Independent schools,Mixed,Orthodox Jewish,143.0,81.0,62.0,,Norrice Lea,,London,99,,N2 0RE,H,London,E09000003,Barnet,E09000003,E09000003,526619,188839,Barnet 033,Barnet 033F,Kerem School Governors,0,,E02000056,E01000213,,51.58419231289430,-0.1738630176925280
