Date,Region,Mean
2005-01-01,East Anglia,1.2986957
2005-01-01,East Midlands,1.2826316
2005-01-01,London,1.3612499
2005-01-01,North,1.2315385
2005-01-01,North West,1.3119047
2005-01-01,Northern Ireland,1.36
2005-01-01,Scotland,1.2327778
2005-01-01,South East,1.4185185
2005-01-01,South West,1.3231819
2005-01-01,Wales,1.1614286
2005-01-01,West Midlands,1.234762
2005-01-01,Yorkshire & Humber,1.2010527
2005-02-01,East Anglia,1.322381
2005-02-01,East Midlands,1.2910527
2005-02-01,London,1.3938463
2005-02-01,North,1.2518182
2005-02-01,North West,1.3635
2005-02-01,Northern Ireland,1.2414285
2005-02-01,Scotland,1.2205882
2005-02-01,South East,1.3975
2005-02-01,South West,1.2847619
2005-02-01,Wales,1.1592307
2005-02-01,West Midlands,1.2833334
2005-02-01,Yorkshire & Humber,1.2352631
2005-03-01,East Anglia,1.3238095
2005-03-01,East Midlands,1.3455
2005-03-01,London,1.3996297
2005-03-01,North,1.2309091
2005-03-01,North West,1.407
2005-03-01,Northern Ireland,1.2457143
2005-03-01,Scotland,1.2341176
2005-03-01,South East,1.4434483
2005-03-01,South West,1.2957144
2005-03-01,Wales,1.1615385
2005-03-01,West Midlands,1.2847619
2005-03-01,Yorkshire & Humber,1.2368422
2005-04-01,East Anglia,1.3173914
2005-04-01,East Midlands,1.342
2005-04-01,London,1.4034616
2005-04-01,North,1.1933333
2005-04-01,North West,1.395
2005-04-01,Northern Ireland,1.2457143
2005-04-01,Scotland,1.2016667
2005-04-01,South East,1.3955172
2005-04-01,South West,1.2709092
2005-04-01,Wales,1.1535714
2005-04-01,West Midlands,1.2766666
2005-04-01,Yorkshire & Humber,1.2331579
2005-05-01,East Anglia,1.295
2005-05-01,East Midlands,1.2855
2005-05-01,London,1.2916
2005-05-01,North,1.2235714
2005-05-01,North West,1.2738096
2005-05-01,Northern Ireland,1.2262499
2005-05-01,Scotland,1.2257895
2005-05-01,South East,1.2518518
2005-05-01,South West,1.3308696
2005-05-01,Wales,1.1614286
2005-05-01,West Midlands,1.2576001
2005-05-01,Yorkshire & Humber,1.23
2005-06-01,East Anglia,1.2804545
2005-06-01,East Midlands,1.3110527
2005-06-01,London,1.3880769
2005-06-01,North,1.1875
2005-06-01,North West,1.4059091
2005-06-01,Northern Ireland,1.2357142
2005-06-01,Scotland,1.2041177
2005-06-01,South East,1.4342858
2005-06-01,South West,1.2271429
2005-06-01,Wales,1.1485714
2005-06-01,West Midlands,1.2780952
2005-06-01,Yorkshire & Humber,1.2294737
2005-07-01,East Anglia,1.2836363
2005-07-01,East Midlands,1.3235
2005-07-01,London,1.4121429
2005-07-01,North,1.1933333
2005-07-01,North West,1.420909
2005-07-01,Northern Ireland,1.1766666
2005-07-01,Scotland,1.1955556
2005-07-01,South East,1.4437037
2005-07-01,South West,1.2754545
2005-07-01,Wales,1.1535714
2005-07-01,West Midlands,1.2665
2005-07-01,Yorkshire & Humber,1.2394444
2005-08-01,East Anglia,1.2956522
2005-08-01,East Midlands,1.3100001
2005-08-01,London,1.3929629
2005-08-01,North,1.2346153
2005-08-01,North West,1.3855
2005-08-01,Northern Ireland,1.1883334
2005-08-01,Scotland,1.184
2005-08-01,South East,1.4
2005-08-01,South West,1.261
2005-08-01,Wales,1.1621429
2005-08-01,West Midlands,1.2809523
2005-08-01,Yorkshire & Humber,1.2421052
2005-09-01,East Anglia,1.285
2005-09-01,East Midlands,1.3165
2005-09-01,London,1.4061539
2005-09-01,North,1.2453847
2005-09-01,North West,1.3840001
2005-09-01,Northern Ireland,1.202
2005-09-01,Scotland,1.2422223
2005-09-01,South East,1.4453847
2005-09-01,South West,1.2895455
2005-09-01,Wales,1.1671429
2005-09-01,West Midlands,1.2842857
2005-09-01,Yorkshire & Humber,1.2457895
2005-10-01,East Anglia,1.2718182
2005-10-01,East Midlands,1.3045
2005-10-01,London,1.3892307
2005-10-01,North,1.2453847
2005-10-01,North West,1.42
2005-10-01,Northern Ireland,1.202
2005-10-01,Scotland,1.2461112
2005-10-01,South East,1.4213793
2005-10-01,South West,1.2745456
2005-10-01,Wales,1.1721429
2005-10-01,West Midlands,1.3561904
2005-10-01,Yorkshire & Humber,1.2457895
2005-11-01,East Anglia,1.2661905
2005-11-01,East Midlands,1.3045
2005-11-01,London,1.4173076
2005-11-01,North,1.2453847
2005-11-01,North West,1.4385713
2005-11-01,Northern Ireland,1.202
2005-11-01,Scotland,1.240625
2005-11-01,South East,1.4425926
2005-11-01,South West,1.2745456
2005-11-01,Wales,1.1721429
2005-11-01,West Midlands,1.3772727
2005-11-01,Yorkshire & Humber,1.2457895
2005-12-01,East Anglia,1.2809091
2005-12-01,East Midlands,1.3145001
2005-12-01,London,1.4196297
2005-12-01,North,1.2453847
2005-12-01,North West,1.4227272
2005-12-01,Northern Ireland,1.1883334
2005-12-01,Scotland,1.2016666
2005-12-01,South East,1.3892593
2005-12-01,South West,1.2440909
2005-12-01,Wales,1.1721429
2005-12-01,West Midlands,1.3590909
2005-12-01,Yorkshire & Humber,1.2231579
2006-01-01,East Anglia,1.3152381
2006-01-01,East Midlands,1.3210527
2006-01-01,London,1.4180769
2006-01-01,North,1.2158333
2006-01-01,North West,1.4409091
2006-01-01,Northern Ireland,1.1883334
2006-01-01,Scotland,1.23
2006-01-01,South East,1.4046154
2006-01-01,South West,1.2826316
2006-01-01,Wales,1.1721429
2006-01-01,West Midlands,1.3595
2006-01-01,Yorkshire & Humber,1.2231579
2006-02-01,East Anglia,1.2915
2006-02-01,East Midlands,1.2700001
2006-02-01,London,1.4420834
2006-02-01,North,1.1891667
2006-02-01,North West,1.4161905
2006-02-01,Northern Ireland,1.1883334
2006-02-01,Scotland,1.261875
2006-02-01,South East,1.4511111
2006-02-01,South West,1.2655556
2006-02-01,Wales,1.1957142
2006-02-01,West Midlands,1.3895
2006-02-01,Yorkshire & Humber,1.255
2006-03-01,East Anglia,1.2604762
2006-03-01,East Midlands,1.262
2006-03-01,London,1.4159259
2006-03-01,North,1.1784616
2006-03-01,North West,1.3415
2006-03-01,Northern Ireland,1.1883334
2006-03-01,Scotland,1.2329412
2006-03-01,South East,1.4599999
2006-03-01,South West,1.2557143
2006-03-01,Wales,1.1899999
2006-03-01,West Midlands,1.3827273
2006-03-01,Yorkshire & Humber,1.2384211
2006-04-01,East Anglia,1.2480953
2006-04-01,East Midlands,1.2427778
2006-04-01,London,1.4057143
2006-04-01,North,1.145
2006-04-01,North West,1.4335
2006-04-01,Northern Ireland,1.1159999
2006-04-01,Scotland,1.2217647
2006-04-01,South East,1.4347999
2006-04-01,South West,1.2368422
2006-04-01,Wales,1.16
2006-04-01,West Midlands,1.322
2006-04-01,Yorkshire & Humber,1.2233334
2006-05-01,East Anglia,1.3014286
2006-05-01,East Midlands,1.3
2006-05-01,London,1.4413793
2006-05-01,North,1.2369231
2006-05-01,North West,1.4968182
2006-05-01,Northern Ireland,1.2328571
2006-05-01,Scotland,1.2935294
2006-05-01,South East,1.4632143
2006-05-01,South West,1.2919048
2006-05-01,Wales,1.2442857
2006-05-01,West Midlands,1.3671429
2006-05-01,Yorkshire & Humber,1.285
2006-06-01,East Anglia,1.3177272
2006-06-01,East Midlands,1.3085
2006-06-01,London,1.4468966
2006-06-01,North,1.2623076
2006-06-01,North West,1.5204545
2006-06-01,Northern Ireland,1.22875
2006-06-01,Scotland,1.295
2006-06-01,South East,1.4728572
2006-06-01,South West,1.3055
2006-06-01,Wales,1.2564286
2006-06-01,West Midlands,1.4236363
2006-06-01,Yorkshire & Humber,1.2677778
2006-07-01,East Anglia,1.2990909
2006-07-01,East Midlands,1.3069999
2006-07-01,London,1.4367857
2006-07-01,North,1.2653847
2006-07-01,North West,1.52
2006-07-01,Northern Ireland,1.2275
2006-07-01,Scotland,1.2972223
2006-07-01,South East,1.4859259
2006-07-01,South West,1.31
2006-07-01,Wales,1.2692307
2006-07-01,West Midlands,1.4236363
2006-07-01,Yorkshire & Humber,1.2978947
2006-08-01,East Anglia,1.2980952
2006-08-01,East Midlands,1.3133333
2006-08-01,London,1.4275
2006-08-01,North,1.2646154
2006-08-01,North West,1.5168182
2006-08-01,Northern Ireland,1.22875
2006-08-01,Scotland,1.2972223
2006-08-01,South East,1.4793104
2006-08-01,South West,1.31
2006-08-01,Wales,1.2585715
2006-08-01,West Midlands,1.4268183
2006-08-01,Yorkshire & Humber,1.2910527
2006-09-01,East Anglia,1.3165218
2006-09-01,East Midlands,1.3163158
2006-09-01,London,1.4185715
2006-09-01,North,1.2638462
2006-09-01,North West,1.5105001
2006-09-01,Northern Ireland,1.2028571
2006-09-01,Scotland,1.2961111
2006-09-01,South East,1.387037
2006-09-01,South West,1.3104762
2006-09-01,Wales,1.2578572
2006-09-01,West Midlands,1.4254546
2006-09-01,Yorkshire & Humber,1.2894737
2006-10-01,East Anglia,1.3234783
2006-10-01,East Midlands,1.3135
2006-10-01,London,1.4403572
2006-10-01,North,1.2746154
2006-10-01,North West,1.5045
2006-10-01,Northern Ireland,1.2028571
2006-10-01,Scotland,1.2988235
2006-10-01,South East,1.3528
2006-10-01,South West,1.3159091
2006-10-01,Wales,1.2671429
2006-10-01,West Midlands,1.4247619
2006-10-01,Yorkshire & Humber,1.2926315
2006-11-01,East Anglia,1.3265218
2006-11-01,East Midlands,1.3135
2006-11-01,London,1.4262964
2006-11-01,North,1.3066667
2006-11-01,North West,1.5709091
2006-11-01,Northern Ireland,1.25
2006-11-01,Scotland,1.2816666
2006-11-01,South East,1.4185715
2006-11-01,South West,1.3113637
2006-11-01,Wales,1.2671429
2006-11-01,West Midlands,1.4228572
2006-11-01,Yorkshire & Humber,1.3141177
2006-12-01,East Anglia,1.3282609
2006-12-01,East Midlands,1.3135
2006-12-01,London,1.42
2006-12-01,North,1.2746154
2006-12-01,North West,1.5627273
2006-12-01,Northern Ireland,1.25
2006-12-01,Scotland,1.2816666
2006-12-01,South East,1.3900001
2006-12-01,South West,1.3165
2006-12-01,Wales,1.2578572
2006-12-01,West Midlands,1.4259092
2006-12-01,Yorkshire & Humber,1.2931579
2007-01-01,East Anglia,1.3217391
2007-01-01,East Midlands,1.3255
2007-01-01,London,1.4066666
2007-01-01,North,1.2623076
2007-01-01,North West,1.4894737
2007-01-01,Northern Ireland,1.26
2007-01-01,Scotland,1.2705883
2007-01-01,South East,1.38
2007-01-01,South West,1.2977272
2007-01-01,Wales,1.2464286
2007-01-01,West Midlands,1.383
2007-01-01,Yorkshire & Humber,1.29
2007-02-01,East Anglia,1.3165218
2007-02-01,East Midlands,1.3363158
2007-02-01,London,1.3485185
2007-02-01,North,1.2615384
2007-02-01,North West,1.4645001
2007-02-01,Northern Ireland,1.2700001
2007-02-01,Scotland,1.27
2007-02-01,South East,1.3832142
2007-02-01,South West,1.2968183
2007-02-01,Wales,1.2561538
2007-02-01,West Midlands,1.2644445
2007-02-01,Yorkshire & Humber,1.2894737
2007-03-01,East Anglia,1.3072728
2007-03-01,East Midlands,1.325
2007-03-01,London,1.3959259
2007-03-01,North,1.2615384
2007-03-01,North West,1.497619
2007-03-01,Northern Ireland,1.26
2007-03-01,Scotland,1.2677778
2007-03-01,South East,1.3929629
2007-03-01,South West,1.2972728
2007-03-01,Wales,1.2457143
2007-03-01,West Midlands,1.3824999
2007-03-01,Yorkshire & Humber,1.2994444
2007-04-01,East Anglia,1.3331819
2007-04-01,East Midlands,1.35
2007-04-01,London,1.4315385
2007-04-01,North,1.2807692
2007-04-01,North West,1.4715
2007-04-01,Northern Ireland,1.2857143
2007-04-01,Scotland,1.2816666
2007-04-01,South East,1.4039286
2007-04-01,South West,1.3085715
2007-04-01,Wales,1.2623076
2007-04-01,West Midlands,1.3771429
2007-04-01,Yorkshire & Humber,1.3152632
2007-05-01,East Anglia,1.3595455
2007-05-01,East Midlands,1.3726315
2007-05-01,London,1.4708
2007-05-01,North,1.3
2007-05-01,North West,1.5128572
2007-05-01,Northern Ireland,1.2700001
2007-05-01,Scotland,1.2883334
2007-05-01,South East,1.378846
2007-05-01,South West,1.342
2007-05-01,Wales,1.3038462
2007-05-01,West Midlands,1.4399999
2007-05-01,Yorkshire & Humber,1.3344445
2007-06-01,East Anglia,1.3722727
2007-06-01,East Midlands,1.388
2007-06-01,London,1.4291999
2007-06-01,North,1.3241667
2007-06-01,North West,1.4942857
2007-06-01,Northern Ireland,1.28
2007-06-01,Scotland,1.3164705
2007-06-01,South East,1.3773078
2007-06-01,South West,1.3349999
2007-06-01,Wales,1.3100001
2007-06-01,West Midlands,1.4457142
2007-06-01,Yorkshire & Humber,1.3552631
2007-07-01,East Anglia,1.3582609
2007-07-01,East Midlands,1.378
2007-07-01,London,1.4275999
2007-07-01,North,1.2984614
2007-07-01,North West,1.549
2007-07-01,Northern Ireland,1.24
2007-07-01,Scotland,1.31
2007-07-01,South East,1.4611112
2007-07-01,South West,1.3409524
2007-07-01,Wales,1.2992858
2007-07-01,West Midlands,1.3542105
2007-07-01,Yorkshire & Humber,1.325
2007-08-01,East Anglia,1.3319048
2007-08-01,East Midlands,1.3585
2007-08-01,London,1.418276
2007-08-01,North,1.2684615
2007-08-01,North West,1.4373684
2007-08-01,Northern Ireland,1.1766666
2007-08-01,Scotland,1.2861111
2007-08-01,South East,1.4353571
2007-08-01,South West,1.3372728
2007-08-01,Wales,1.2714285
2007-08-01,West Midlands,1.4009999
2007-08-01,Yorkshire & Humber,1.3105881
2007-09-01,East Anglia,1.3459091
2007-09-01,East Midlands,1.3659999
2007-09-01,London,1.4451724
2007-09-01,North,1.2938461
2007-09-01,North West,1.4415
2007-09-01,Northern Ireland,1.2728571
2007-09-01,Scotland,1.3077778
2007-09-01,South East,1.3921429
2007-09-01,South West,1.3342857
2007-09-01,Wales,1.2885714
2007-09-01,West Midlands,1.3790476
2007-09-01,Yorkshire & Humber,1.3188889
2007-10-01,East Anglia,1.3330435
2007-10-01,East Midlands,1.3425
2007-10-01,London,1.4396296
2007-10-01,North,1.2576923
2007-10-01,North West,1.4254546
2007-10-01,Northern Ireland,1.2883333
2007-10-01,Scotland,1.2761111
2007-10-01,South East,1.3935715
2007-10-01,South West,1.3272728
2007-10-01,Wales,1.2607691
2007-10-01,West Midlands,1.3566667
2007-10-01,Yorkshire & Humber,1.2927778
2007-11-01,East Anglia,1.3181819
2007-11-01,East Midlands,1.3355
2007-11-01,London,1.3714814
2007-11-01,North,1.25
2007-11-01,North West,1.3655
2007-11-01,Northern Ireland,1.2524999
2007-11-01,Scotland,1.271111
2007-11-01,South East,1.3914286
2007-11-01,South West,1.3254546
2007-11-01,Wales,1.2485714
2007-11-01,West Midlands,1.4224999
2007-11-01,Yorkshire & Humber,1.3294737
2007-12-01,East Anglia,1.3022727
2007-12-01,East Midlands,1.3180001
2007-12-01,London,1.3992592
2007-12-01,North,1.23
2007-12-01,North West,1.4214286
2007-12-01,Northern Ireland,1.21
2007-12-01,Scotland,1.2522222
2007-12-01,South East,1.4146429
2007-12-01,South West,1.3157142
2007-12-01,Wales,1.2185714
2007-12-01,West Midlands,1.415
2007-12-01,Yorkshire & Humber,1.3188889
2008-01-01,East Anglia,1.3068421
2008-01-01,East Midlands,1.3866667
2008-01-01,London,1.3908
2008-01-01,North,1.26
2008-01-01,North West,1.4427778
2008-01-01,Northern Ireland,1.195
2008-01-01,Scotland,1.2488235
2008-01-01,South East,1.4175
2008-01-01,South West,1.3261112
2008-01-01,Wales,1.2072726
2008-01-01,West Midlands,1.4464706
2008-01-01,Yorkshire & Humber,1.324706
2008-02-01,East Anglia,1.3753333
2008-02-01,East Midlands,1.4
2008-02-01,London,1.4433333
2008-02-01,North,1.2800001
2008-02-01,North West,1.3794118
2008-02-01,Northern Ireland,1.25
2008-02-01,Scotland,1.3846154
2008-02-01,South East,1.4790475
2008-02-01,South West,1.34
2008-02-01,Wales,1.2966666
2008-02-01,West Midlands,1.3407143
2008-02-01,Yorkshire & Humber,1.4171429
2008-03-01,East Anglia,1.4121429
2008-03-01,East Midlands,1.3345455
2008-03-01,London,1.4523809
2008-03-01,North,1.3263637
2008-03-01,North West,1.35
2008-03-01,Northern Ireland,1.2566667
2008-03-01,Scotland,1.369
2008-03-01,South East,1.4888235
2008-03-01,South West,1.2884616
2008-03-01,Wales,1.2877778
2008-03-01,West Midlands,1.3508334
2008-03-01,Yorkshire & Humber,1.4326667
2008-04-01,East Anglia,1.3744445
2008-04-01,East Midlands,1.41
2008-04-01,London,1.4828571
2008-04-01,North,1.3718182
2008-04-01,North West,1.4253846
2008-04-01,Northern Ireland,1.546
2008-04-01,Scotland,1.4544444
2008-04-01,South East,1.494
2008-04-01,South West,1.24
2008-04-01,Wales,1.2985715
2008-04-01,West Midlands,1.343
2008-04-01,Yorkshire & Humber,1.4776922
2008-05-01,East Anglia,1.4499999
2008-05-01,East Midlands,1.5616666
2008-05-01,London,1.474375
2008-05-01,North,1.4127272
2008-05-01,North West,1.4829412
2008-05-01,Northern Ireland,1.584
2008-05-01,Scotland,1.501
2008-05-01,South East,1.5613333
2008-05-01,South West,1.3881818
2008-05-01,Wales,1.40375
2008-05-01,West Midlands,1.4653846
2008-05-01,Yorkshire & Humber,1.48
2008-06-01,East Anglia,1.5706251
2008-06-01,East Midlands,1.7552941
2008-06-01,London,1.6108695
2008-06-01,North,1.442
2008-06-01,North West,1.4810526
2008-06-01,Northern Ireland,1.7271429
2008-06-01,Scotland,1.6407692
2008-06-01,South East,1.6857144
2008-06-01,South West,1.60125
2008-06-01,Wales,1.539091
2008-06-01,West Midlands,1.6155555
2008-06-01,Yorkshire & Humber,1.4976922
2008-07-01,East Anglia,1.6763158
2008-07-01,East Midlands,1.83
2008-07-01,London,1.5881817
2008-07-01,North,1.4633332
2008-07-01,North West,1.5833334
2008-07-01,Northern Ireland,1.76
2008-07-01,Scotland,1.8055556
2008-07-01,South East,1.735
2008-07-01,South West,1.6229411
2008-07-01,Wales,1.5758333
2008-07-01,West Midlands,1.673
2008-07-01,Yorkshire & Humber,1.5986667
2008-08-01,East Anglia,1.8095
2008-08-01,East Midlands,1.8663157
2008-08-01,London,1.7368
2008-08-01,North,1.55
2008-08-01,North West,1.5954545
2008-08-01,Northern Ireland,1.7675
2008-08-01,Scotland,1.8072221
2008-08-01,South East,1.7724
2008-08-01,South West,1.7157894
2008-08-01,Wales,1.6530769
2008-08-01,West Midlands,1.7052633
2008-08-01,Yorkshire & Humber,1.6
2008-09-01,East Anglia,1.8280952
2008-09-01,East Midlands,1.8816667
2008-09-01,London,1.7758332
2008-09-01,North,1.4490908
2008-09-01,North West,1.567619
2008-09-01,Northern Ireland,1.77875
2008-09-01,Scotland,1.7977778
2008-09-01,South East,1.7491304
2008-09-01,South West,1.8084211
2008-09-01,Wales,1.6607692
2008-09-01,West Midlands,1.7190001
2008-09-01,Yorkshire & Humber,1.6641177
2008-10-01,East Anglia,1.8119999
2008-10-01,East Midlands,1.8316667
2008-10-01,London,1.7748
2008-10-01,North,1.4272727
2008-10-01,North West,1.5876191
2008-10-01,Northern Ireland,1.74875
2008-10-01,Scotland,1.7844443
2008-10-01,South East,1.7895833
2008-10-01,South West,1.7805264
2008-10-01,Wales,1.6423078
2008-10-01,West Midlands,1.6850001
2008-10-01,Yorkshire & Humber,1.6777778
2008-11-01,East Anglia,1.7380953
2008-11-01,East Midlands,1.8621054
2008-11-01,London,1.7739285
2008-11-01,North,1.3481818
2008-11-01,North West,1.454
2008-11-01,Northern Ireland,1.89
2008-11-01,Scotland,1.7472223
2008-11-01,South East,1.7903845
2008-11-01,South West,1.6861111
2008-11-01,Wales,1.5923078
2008-11-01,West Midlands,1.669
2008-11-01,Yorkshire & Humber,1.6152941
2008-12-01,East Anglia,1.7389474
2008-12-01,East Midlands,1.9561111
2008-12-01,London,1.833077
2008-12-01,North,1.4872727
2008-12-01,North West,1.6172223
2008-12-01,Northern Ireland,1.83875
2008-12-01,Scotland,1.8511764
2008-12-01,South East,1.8988
2008-12-01,South West,1.879
2008-12-01,Wales,1.7275
2008-12-01,West Midlands,1.7394737
2008-12-01,Yorkshire & Humber,1.7056249
2009-01-01,East Anglia,1.779
2009-01-01,East Midlands,1.9211112
2009-01-01,London,1.7396153
2009-01-01,North,1.383
2009-01-01,North West,1.5373684
2009-01-01,Northern Ireland,1.81875
2009-01-01,Scotland,1.7941177
2009-01-01,South East,1.8756
2009-01-01,South West,1.8209999
2009-01-01,Wales,1.6483332
2009-01-01,West Midlands,1.6989473
2009-01-01,Yorkshire & Humber,1.7305882
2009-02-01,East Anglia,1.8455
2009-02-01,East Midlands,1.9110527
2009-02-01,London,1.8043479
2009-02-01,North,1.48
2009-02-01,North West,1.7415001
2009-02-01,Northern Ireland,1.7285715
2009-02-01,Scotland,1.8027778
2009-02-01,South East,1.8695999
2009-02-01,South West,1.8742857
2009-02-01,Wales,1.696923
2009-02-01,West Midlands,1.7552631
2009-02-01,Yorkshire & Humber,1.7522222
2009-03-01,East Anglia,1.8419048
2009-03-01,East Midlands,1.928421
2009-03-01,London,1.8542308
2009-03-01,North,1.5223078
2009-03-01,North West,1.7333333
2009-03-01,Northern Ireland,1.6828572
2009-03-01,Scotland,1.776875
2009-03-01,South East,1.8448149
2009-03-01,South West,1.9085
2009-03-01,Wales,1.6676923
2009-03-01,West Midlands,1.7315791
2009-03-01,Yorkshire & Humber,1.7315791
2009-04-01,East Anglia,1.7580951
2009-04-01,East Midlands,1.8966666
2009-04-01,London,1.8526922
2009-04-01,North,1.5376923
2009-04-01,North West,1.7140908
2009-04-01,Northern Ireland,1.6385714
2009-04-01,Scotland,1.8216667
2009-04-01,South East,1.8403703
2009-04-01,South West,1.8221052
2009-04-01,Wales,1.6869231
2009-04-01,West Midlands,1.678421
2009-04-01,Yorkshire & Humber,1.6531578
2009-05-01,East Anglia,1.7370001
2009-05-01,East Midlands,1.8768421
2009-05-01,London,1.8671428
2009-05-01,North,1.4592307
2009-05-01,North West,1.7426088
2009-05-01,Northern Ireland,1.6328572
2009-05-01,Scotland,1.7727778
2009-05-01,South East,1.8411111
2009-05-01,South West,1.7710527
2009-05-01,Wales,1.6076922
2009-05-01,West Midlands,1.6963158
2009-05-01,Yorkshire & Humber,1.7157894
2009-06-01,East Anglia,1.849
2009-06-01,East Midlands,1.9583334
2009-06-01,London,1.9066666
2009-06-01,North,1.5158334
2009-06-01,North West,1.7827274
2009-06-01,Northern Ireland,1.7614286
2009-06-01,Scotland,1.8677777
2009-06-01,South East,1.9207407
2009-06-01,South West,1.856111
2009-06-01,Wales,1.6766666
2009-06-01,West Midlands,1.7422223
2009-06-01,Yorkshire & Humber,1.762353
2009-07-01,East Anglia,1.8625
2009-07-01,East Midlands,1.9699999
2009-07-01,London,1.9107407
2009-07-01,North,1.5124999
2009-07-01,North West,1.7768182
2009-07-01,Northern Ireland,1.75
2009-07-01,Scotland,1.801111
2009-07-01,South East,1.9056
2009-07-01,South West,1.8025
2009-07-01,Wales,1.6733333
2009-07-01,West Midlands,1.7666667
2009-07-01,Yorkshire & Humber,1.6947058
2009-08-01,East Anglia,1.9166666
2009-08-01,East Midlands,1.9655557
2009-08-01,London,1.9018518
2009-08-01,North,1.5058333
2009-08-01,North West,1.7390476
2009-08-01,Northern Ireland,1.7157143
2009-08-01,Scotland,1.7511765
2009-08-01,South East,1.85875
2009-08-01,South West,1.8344445
2009-08-01,Wales,1.6541667
2009-08-01,West Midlands,1.7494445
2009-08-01,Yorkshire & Humber,1.6805882
2009-09-01,East Anglia,1.8195454
2009-09-01,East Midlands,1.8683333
2009-09-01,London,1.8580769
2009-09-01,North,1.4738462
2009-09-01,North West,1.7154545
2009-09-01,Northern Ireland,1.76
2009-09-01,Scotland,1.7031579
2009-09-01,South East,1.84
2009-09-01,South West,1.7950001
2009-09-01,Wales,1.539091
2009-09-01,West Midlands,1.6868421
2009-09-01,Yorkshire & Humber,1.6761111
2009-10-01,East Anglia,1.8757143
2009-10-01,East Midlands,1.992
2009-10-01,London,1.9489655
2009-10-01,North,1.5392308
2009-10-01,North West,1.6868182
2009-10-01,Northern Ireland,1.8225
2009-10-01,Scotland,1.7344444
2009-10-01,South East,1.8503846
2009-10-01,South West,1.9042857
2009-10-01,Wales,1.8185713
2009-10-01,West Midlands,1.7665001
2009-10-01,Yorkshire & Humber,1.7511111
2009-11-01,East Anglia,1.784
2009-11-01,East Midlands,1.901579
2009-11-01,London,1.8386207
2009-11-01,North,1.45
2009-11-01,North West,1.576087
2009-11-01,Northern Ireland,1.8225
2009-11-01,Scotland,1.6877779
2009-11-01,South East,1.7388889
2009-11-01,South West,1.8340908
2009-11-01,Wales,1.7242857
2009-11-01,West Midlands,1.6850001
2009-11-01,Yorkshire & Humber,1.7038889
2009-12-01,East Anglia,1.8563637
2009-12-01,East Midlands,1.8763158
2009-12-01,London,1.7803704
2009-12-01,North,1.3923078
2009-12-01,North West,1.6021738
2009-12-01,Northern Ireland,1.72875
2009-12-01,Scotland,1.6322223
2009-12-01,South East,1.8048148
2009-12-01,South West,1.8328573
2009-12-01,Wales,1.7264286
2009-12-01,West Midlands,1.7800001
2009-12-01,Yorkshire & Humber,1.6622223
2010-01-01,East Anglia,1.8330435
2010-01-01,East Midlands,1.8268421
2010-01-01,London,1.7775999
2010-01-01,North,1.3423078
2010-01-01,North West,1.6295453
2010-01-01,Northern Ireland,1.74875
2010-01-01,Scotland,1.6947368
2010-01-01,South East,1.7603571
2010-01-01,South West,1.7785714
2010-01-01,Wales,1.5815384
2010-01-01,West Midlands,1.7459999
2010-01-01,Yorkshire & Humber,1.6831579
2010-02-01,East Anglia,1.9469999
2010-02-01,East Midlands,2.038889
2010-02-01,London,1.9781818
2010-02-01,North,1.495
2010-02-01,North West,1.7264999
2010-02-01,Northern Ireland,1.78
2010-02-01,Scotland,1.834706
2010-02-01,South East,1.8485185
2010-02-01,South West,2.008421
2010-02-01,Wales,1.765
2010-02-01,West Midlands,1.8972223
2010-02-01,Yorkshire & Humber,1.931111
2010-03-01,East Anglia,1.8695455
2010-03-01,East Midlands,1.8455557
2010-03-01,London,1.9350001
2010-03-01,North,1.3391666
2010-03-01,North West,1.7063637
2010-03-01,Northern Ireland,1.6457144
2010-03-01,Scotland,1.7105882
2010-03-01,South East,1.7492592
2010-03-01,South West,1.8915001
2010-03-01,Wales,1.7107692
2010-03-01,West Midlands,1.8031578
2010-03-01,Yorkshire & Humber,1.8827777
2010-04-01,East Anglia,1.8685715
2010-04-01,East Midlands,1.9531579
2010-04-01,London,1.9380769
2010-04-01,North,1.5271429
2010-04-01,North West,1.7620834
2010-04-01,Northern Ireland,1.7110001
2010-04-01,Scotland,1.8235
2010-04-01,South East,1.7989285
2010-04-01,South West,1.951
2010-04-01,Wales,1.7959999
2010-04-01,West Midlands,1.8375
2010-04-01,Yorkshire & Humber,1.9161112
2010-05-01,East Anglia,1.7955556
2010-05-01,East Midlands,1.9542106
2010-05-01,London,1.911923
2010-05-01,North,1.5692308
2010-05-01,North West,1.6833334
2010-05-01,Northern Ireland,1.7110001
2010-05-01,Scotland,1.8152633
2010-05-01,South East,1.7039286
2010-05-01,South West,1.8731579
2010-05-01,Wales,1.692
2010-05-01,West Midlands,1.805
2010-05-01,Yorkshire & Humber,1.9525
2010-06-01,East Anglia,1.9828571
2010-06-01,East Midlands,2.0394444
2010-06-01,London,1.9411539
2010-06-01,North,1.6215384
2010-06-01,North West,1.7420834
2010-06-01,Northern Ireland,1.65
2010-06-01,Scotland,1.8031578
2010-06-01,South East,1.7944444
2010-06-01,South West,1.8633333
2010-06-01,Wales,1.8413334
2010-06-01,West Midlands,1.8315
2010-06-01,Yorkshire & Humber,1.9100001
2010-07-01,East Anglia,1.9318181
2010-07-01,East Midlands,1.9268421
2010-07-01,London,1.9388888
2010-07-01,North,1.5446154
